A	Coef.REF - HET	Coef.REF - KO	Coef.REF - WT	Coef.HET - REF	Coef.HET - KO	Coef.HET - WT	Coef.KO - REF	Coef.KO - HET	Coef.KO - WT	Coef.WT - REF	Coef.WT - HET	Coef.WT - KO	t.REF - HET	t.REF - KO	t.REF - WT	t.HET - REF	t.HET - KO	t.HET - WT	t.KO - REF	t.KO - HET	t.KO - WT	t.WT - REF	t.WT - HET	t.WT - KO	p.value.REF - HET	p.value.REF - KO	p.value.REF - WT	p.value.HET - REF	p.value.HET - KO	p.value.HET - WT	p.value.KO - REF	p.value.KO - HET	p.value.KO - WT	p.value.WT - REF	p.value.WT - HET	p.value.WT - KO	p.value.adj.REF - HET	p.value.adj.REF - KO	p.value.adj.REF - WT	p.value.adj.HET - REF	p.value.adj.HET - KO	p.value.adj.HET - WT	p.value.adj.KO - REF	p.value.adj.KO - HET	p.value.adj.KO - WT	p.value.adj.WT - REF	p.value.adj.WT - HET	p.value.adj.WT - KO	F	F.p.value
RPS27	-0.7214613	2.31377642	3.99524112	0.10129978	-2.31377642	1.68146471	-2.21247664	-3.99524112	-1.68146471	-3.89394135	-0.10129978	2.21247664	3.89394135	1.3147452	2.2701952	0.057561	-1.3147452	1.3512104	-1.7779269	-2.2701952	-1.3512104	-3.1291373	-0.057561	1.7779269	3.1291373	0.225289992	0.0531082512	0.9555201666	0.225289992	0.2138567717	0.1135831026	0.0531082512	0.2138567717	0.0141624661	0.9555201666	0.1135831026	0.0141624661	0.66351229722	0.36955374197	1	0.66351229722	0.96986823178	0.94046537353	0.36955374197	0.96986823178	0.82378344751	1	0.94046537353	0.82378344751	3.873746	0.0561652039
RPS27A	2.4474858	-0.61816549	-0.68851914	-0.69161174	0.61816549	-0.07035365	-0.07344625	0.68851914	0.07035365	-0.0030926	0.69161174	0.07344625	0.0030926	-0.740139	-0.8243745	-0.8280773	0.740139	-0.119127	-0.1243636	0.8243745	0.119127	-0.0052366	0.8280773	0.1243636	0.0052366	0.4805209419	0.4337856706	0.4318054049	0.4805209419	0.9081329365	0.9041175134	0.4337856706	0.9081329365	0.9959509789	0.4318054049	0.9041175134	0.9959509789	0.82890910273	0.81745237336	0.85024860792	0.82890910273	1	1	0.81745237336	1	1	0.85024860792	1	1	0.2610185	0.8515827378
RPS28	-1.0633836	-4.85435903	-1.90014657	-0.77397603	4.85435903	2.95421245	4.08038299	1.90014657	-2.95421245	1.12617054	0.77397603	-4.08038299	-1.12617054	-2.2008297	-0.861473	-0.3508989	2.2008297	1.8941365	2.6161972	0.861473	-1.8941365	0.7220607	0.3508989	-2.6161972	-0.7220607	0.0591595055	0.4142296977	0.7347904135	0.0591595055	0.0950895032	0.0310224929	0.4142296977	0.0950895032	0.4909678523	0.7347904135	0.0310224929	0.4909678523	0.38234569272	0.80247243084	0.93082342757	0.38234569272	0.92177541338	0.8874201335	0.80247243084	0.92177541338	1	0.93082342757	0.8874201335	1	2.9519114	0.0986585029
RPS29	-1.0116345	-2.16395103	-3.1147653	-2.42226218	2.16395103	-0.95081427	-0.25831115	3.1147653	0.95081427	0.69250312	2.42226218	0.25831115	-0.69250312	-0.899056	-1.2940905	-1.0063764	0.899056	-0.5586631	-0.151774	1.2940905	0.5586631	0.4068891	1.0063764	0.151774	-0.4068891	0.3950637401	0.2319950589	0.3439087382	0.3950637401	0.591790196	0.8831498174	0.2319950589	0.591790196	0.6948346161	0.3439087382	0.8831498174	0.6948346161	0.78130205972	0.63654987825	0.84005331988	0.78130205972	0.98347640088	1	0.63654987825	0.98347640088	1	0.84005331988	1	1	0.5662418	0.6526087286
RPS3	1.7748929	2.03957874	1.28345253	-0.23787511	-2.03957874	-0.75612621	-2.27745385	-1.28345253	0.75612621	-1.52132764	0.23787511	2.27745385	1.52132764	0.6377232	0.4013022	-0.0743774	-0.6377232	-0.3343498	-1.0070622	-0.4013022	0.3343498	-0.6727125	0.0743774	1.0070622	0.6727125	0.541599417	0.6987787836	0.9425494018	0.541599417	0.7467739579	0.3435987797	0.6987787836	0.7467739579	0.5202195022	0.9425494018	0.3435987797	0.5202195022	0.82890910273	0.89494970815	1	0.82890910273	0.99268824044	0.9429959267	0.89494970815	0.99268824044	1	1	0.9429959267	1	0.3921367	0.7621552994
RPS3A	1.5408098	2.43463311	1.54214492	0.17584399	-2.43463311	-0.89248819	-2.25878912	-1.54214492	0.89248819	-1.36630092	-0.17584399	2.25878912	1.36630092	1.0284456	0.6514378	0.0742806	-1.0284456	-0.5331695	-1.3493931	-0.6514378	0.5331695	-0.8162236	-0.0742806	1.3493931	0.8162236	0.3340413673	0.5331568643	0.9426239949	0.3340413673	0.6085087504	0.21441451	0.5331568643	0.6085087504	0.4381668696	0.9426239949	0.21441451	0.4381668696	0.73321029675	0.8476958493	1	0.73321029675	0.98347640088	0.9429959267	0.8476958493	0.98347640088	1	1	0.9429959267	1	0.7526157	0.5512058109
RPS4X	2.839709	0.22089335	-0.13607062	0.13911589	-0.22089335	-0.35696397	-0.08177747	0.13607062	0.35696397	0.27518651	-0.13911589	0.08177747	-0.27518651	0.2029536	-0.1250197	0.1278176	-0.2029536	-0.4638243	-0.1062583	0.1250197	0.4638243	0.357566	-0.1278176	0.1062583	-0.357566	0.8442744838	0.9036145956	0.9014705189	0.8442744838	0.6552212366	0.9180124099	0.9036145956	0.6552212366	0.7299842469	0.9014705189	0.9180124099	0.7299842469	0.96348563856	0.99797941095	1	0.96348563856	0.99268824044	1	0.99797941095	0.99268824044	1	1	1	1	0.0806098	0.9687097241
RPS5	1.2903393	-0.06916743	0.57512784	0.93446201	0.06916743	0.64429527	1.00362944	-0.57512784	-0.64429527	0.35933417	-0.93446201	-1.00362944	-0.35933417	-0.0470028	0.390829	0.6350151	0.0470028	0.6191877	0.964519	-0.390829	-0.6191877	0.3453313	-0.6350151	-0.964519	-0.3453313	0.9636714199	0.7061987684	0.5432758992	0.9636714199	0.5531357051	0.3632323788	0.7061987684	0.5531357051	0.7388136206	0.5432758992	0.3632323788	0.7388136206	1	0.90114577757	0.85370108555	1	0.96986823178	0.9429959267	0.90114577757	0.96986823178	1	0.85370108555	0.9429959267	1	0.3610156	0.7830189269
RPS6	0.2401159	0.28634607	2.04134641	1.46695981	-0.28634607	1.75500034	1.18061374	-2.04134641	-1.75500034	-0.5743866	-1.46695981	-1.18061374	0.5743866	0.1272748	0.9073354	0.6520327	-0.1272748	1.1031723	0.7421197	-0.9073354	-1.1031723	-0.3610526	-0.6520327	-0.7421197	0.3610526	0.9018864467	0.3909289764	0.5327924887	0.9018864467	0.3022550494	0.4793851852	0.3909289764	0.3022550494	0.7274758696	0.5327924887	0.4793851852	0.7274758696	1	0.77947956866	0.85024860792	1	0.96986823178	0.97691592331	0.77947956866	0.96986823178	1	0.85024860792	0.97691592331	1	0.5482317	0.6633020382
RPS7	1.4388957	0.99084431	2.35804875	1.00199159	-0.99084431	1.36720444	0.01114728	-2.35804875	-1.36720444	-1.35605717	-1.00199159	-0.01114728	1.35605717	0.4842479	1.1524315	0.4896958	-0.4842479	0.9449543	0.0077045	-1.1524315	-0.9449543	-0.9372498	-0.4896958	-0.0077045	0.9372498	0.641281471	0.2826501401	0.6375882511	0.641281471	0.3725393676	0.9940427529	0.2826501401	0.3725393676	0.376252652	0.6375882511	0.9940427529	0.376252652	0.85880514948	0.69960921209	0.87452047222	0.85880514948	0.96986823178	1	0.69960921209	0.96986823178	1	0.87452047222	1	1	0.5946065	0.6360853985
RPS8	1.3628829	2.68994529	0.44419405	2.49995536	-2.68994529	-2.24575123	-0.18998993	-0.44419405	2.24575123	2.0557613	-2.49995536	0.18998993	-2.0557613	0.9320746	0.1539146	0.8662424	-0.9320746	-1.1004843	-0.0931007	-0.1539146	1.1004843	1.0073836	-0.8662424	0.0931007	-1.0073836	0.3787622123	0.8815162371	0.4117614093	0.3787622123	0.303355396	0.9281293688	0.8815162371	0.303355396	0.3434535947	0.4117614093	0.9281293688	0.3434535947	0.77728613886	0.98763777444	0.85024860792	0.77728613886	0.96986823178	1	0.98763777444	0.96986823178	1	0.85024860792	1	1	0.6659549	0.5962580332
RPS9	1.3804492	1.59140784	0.78768236	1.2175179	-1.59140784	-0.80372548	-0.37388994	-0.78768236	0.80372548	0.42983554	-1.2175179	0.37388994	-0.42983554	0.9948335	0.4924022	0.7611044	-0.9948335	-0.7105451	-0.3305428	-0.4924022	0.7105451	0.3800023	-0.7611044	0.3305428	-0.3800023	0.3491577918	0.6357575413	0.4685887595	0.3491577918	0.4976981114	0.7495412176	0.6357575413	0.4976981114	0.7139045544	0.4685887595	0.7495412176	0.7139045544	0.74529706012	0.8502625718	0.85024860792	0.74529706012	0.96986823178	1	0.8502625718	0.96986823178	1	0.85024860792	1	1	0.3932314	0.7614273095
RPSA	2.247475	0.96029299	0.7178653	2.31777922	-0.96029299	-0.24242768	1.35748623	-0.7178653	0.24242768	1.59991391	-2.31777922	-1.35748623	-1.59991391	0.9225044	0.6896165	2.2265721	-0.9225044	-0.3293532	1.8442302	-0.6896165	0.3293532	2.1735835	-2.2265721	-1.8442302	-2.1735835	0.3834354156	0.5100793645	0.0568378326	0.3834354156	0.7504066979	0.1026510677	0.5100793645	0.7504066979	0.0617191001	0.0568378326	0.1026510677	0.0617191001	0.78072555151	0.84169124448	0.50660757369	0.78072555151	0.99268824044	0.94046537353	0.84169124448	0.99268824044	1	0.50660757369	0.94046537353	1	2.4847193	0.1354521056
RSL1D1	-1.8172072	1.70480864	4.24792751	3.19128585	-1.70480864	2.54311887	1.48647721	-4.24792751	-2.54311887	-1.05664167	-3.19128585	-1.48647721	1.05664167	0.9307651	2.319218	1.742329	-0.9307651	1.9635688	1.1477247	-2.319218	-1.9635688	-0.8158441	-1.742329	-1.1477247	0.8158441	0.3793991343	0.0492072637	0.1198960263	0.3793991343	0.0854512287	0.2844779024	0.0492072637	0.0854512287	0.4383715766	0.1198960263	0.2844779024	0.4383715766	0.77728613886	0.36154389535	0.68596251112	0.77728613886	0.91076806248	0.9429959267	0.36154389535	0.91076806248	1	0.68596251112	0.9429959267	1	2.405136	0.1433080004
RTN1	1.1274536	-5.40142182	-3.81844241	-5.61140804	5.40142182	1.58297941	-0.20998622	3.81844241	-1.58297941	-1.79296564	5.61140804	0.20998622	1.79296564	-2.4400326	-1.7249392	-2.5348916	2.4400326	1.0112949	-0.1341508	1.7249392	-1.0112949	-1.1454457	2.5348916	0.1341508	1.1454457	0.0407754926	0.1230980286	0.0351888494	0.0407754926	0.3416905272	0.8966205927	0.1230980286	0.3416905272	0.2853663162	0.0351888494	0.8966205927	0.2853663162	0.31363671691	0.50624035455	0.42347960189	0.31363671691	0.96986823178	1	0.50624035455	0.96986823178	1	0.42347960189	1	1	2.5178652	0.1323366978
RTN3	0.1752855	-0.52832083	-3.40387265	-2.44197668	0.52832083	-2.87555182	-1.91365584	3.40387265	2.87555182	0.96189597	2.44197668	1.91365584	-0.96189597	-0.390943	-2.5187726	-1.8069959	0.390943	-3.0092055	-2.0026013	2.5187726	3.0092055	1.0066042	1.8069959	2.0026013	-1.0066042	0.7061178596	0.0360802869	0.108661289	0.7061178596	0.0169760804	0.0804538014	0.0360802869	0.0169760804	0.3438057552	0.108661289	0.0804538014	0.3438057552	0.89450139016	0.30843221628	0.66416049882	0.89450139016	0.62364758428	0.94046537353	0.30843221628	0.62364758428	1	0.66416049882	0.94046537353	1	4.1174344	0.0489744609
RTN4	2.2406971	-1.48452301	-1.46815768	-0.7246313	1.48452301	0.01636533	0.75989171	1.46815768	-0.01636533	0.74352638	0.7246313	-0.75989171	-0.74352638	-1.3575213	-1.342556	-0.6626387	1.3575213	0.0211641	0.9827123	1.342556	-0.0211641	0.9615483	0.6626387	-0.9827123	-0.9615483	0.2119296453	0.2165240898	0.5263212476	0.2119296453	0.9836368384	0.3547351019	0.2165240898	0.9836368384	0.3646342696	0.5263212476	0.3547351019	0.3646342696	0.64219565942	0.6297242279	0.85024860792	0.64219565942	1	0.9429959267	0.6297242279	1	1	0.85024860792	0.9429959267	1	0.9227374	0.4728805758
RUFY3	-0.9554688	-1.389975	-3.69227187	-2.80595084	1.389975	-2.30229687	-1.41597584	3.69227187	2.30229687	0.88632103	2.80595084	1.41597584	-0.88632103	-0.6485057	-1.7226635	-1.3091423	0.6485057	-1.5190886	-0.9342812	1.7226635	1.5190886	0.5848074	1.3091423	0.9342812	-0.5848074	0.5349551473	0.1235229034	0.2270923213	0.5349551473	0.1674977435	0.3776906436	0.1235229034	0.1674977435	0.5749108766	0.2270923213	0.3776906436	0.5749108766	0.82890910273	0.50624035455	0.76496836294	0.82890910273	0.93530739954	0.9429959267	0.50624035455	0.93530739954	1	0.76496836294	0.9429959267	1	1.3847666	0.3163585832
RUVBL1	-1.2535829	1.70581919	1.3393073	0.62680613	-1.70581919	-0.36651189	-1.07901307	-1.3393073	0.36651189	-0.71250117	-0.62680613	1.07901307	0.71250117	0.7413965	0.5821002	0.2724274	-0.7413965	-0.2252789	-0.6632224	-0.5821002	0.2252789	-0.4379435	-0.2724274	0.6632224	0.4379435	0.4797997103	0.5766459842	0.7922423938	0.4797997103	0.8274509803	0.5259664813	0.5766459842	0.8274509803	0.6730940731	0.7922423938	0.5259664813	0.6730940731	0.82890910273	0.8476958493	0.95477808739	0.82890910273	0.99268824044	0.97935209382	0.8476958493	0.99268824044	1	0.95477808739	0.97935209382	1	0.2648453	0.8489389231
RUVBL2	-1.5539581	-2.5849625	-2.25162917	-1.05664167	2.5849625	0.33333333	1.52832083	2.25162917	-0.33333333	1.1949875	1.05664167	-1.52832083	-1.1949875	-1.1887458	-1.0354559	-0.4859174	1.1887458	0.2167846	0.9939494	1.0354559	-0.2167846	0.7771648	0.4859174	-0.9939494	-0.7771648	0.2688674759	0.330953073	0.6401485464	0.2688674759	0.8338413001	0.3495623169	0.330953073	0.8338413001	0.4595821992	0.6401485464	0.3495623169	0.4595821992	0.69065027215	0.74081098833	0.87452047222	0.69065027215	0.99268824044	0.9429959267	0.74081098833	0.99268824044	1	0.87452047222	0.9429959267	1	0.6906367	0.5830583337
S100A7	2.6046473	-1.48325972	-1.14979265	-1.83899072	1.48325972	0.33346707	-0.355731	1.14979265	-0.33346707	-0.68919806	1.83899072	0.355731	0.68919806	-1.4181264	-1.0993026	-1.7582364	1.4181264	0.4508849	-0.4809882	1.0993026	-0.4508849	-0.9318731	1.7582364	0.4809882	0.9318731	0.1941771588	0.3038401329	0.1170353938	0.1941771588	0.6641283431	0.6434963696	0.3038401329	0.6641283431	0.3788601503	0.1170353938	0.6434963696	0.3788601503	0.63931913603	0.71944995672	0.68596251112	0.63931913603	0.99268824044	1	0.71944995672	0.99268824044	1	0.68596251112	1	1	1.1020661	0.4033982394
S100A8	3.0153021	-0.71146531	-0.5443819	-0.86678765	0.71146531	0.16708341	-0.15532234	0.5443819	-0.16708341	-0.32240575	0.86678765	0.15532234	0.32240575	-0.7234485	-0.5535509	-0.8813869	0.7234485	0.2402715	-0.2233587	0.5535509	-0.2402715	-0.4636301	0.8813869	0.2233587	0.4636301	0.4901607517	0.5951224682	0.4039933236	0.4901607517	0.816205638	0.8288944373	0.5951224682	0.816205638	0.6553544548	0.4039933236	0.8288944373	0.6553544548	0.82890910273	0.8476958493	0.84985788858	0.82890910273	0.99268824044	1	0.8476958493	0.99268824044	1	0.84985788858	1	1	0.278733	0.8393454182
S100A9	3.1862054	-0.7600746	-0.91391642	-1.01832173	0.7600746	-0.15384182	-0.25824713	0.91391642	0.15384182	-0.1044053	1.01832173	0.25824713	0.1044053	-0.8166796	-0.9819785	-1.0941592	0.8166796	-0.2337679	-0.3924153	0.9819785	0.2337679	-0.1586474	1.0941592	0.3924153	0.1586474	0.437920962	0.3550749245	0.3059571888	0.437920962	0.8210783116	0.7050727086	0.3550749245	0.8210783116	0.8779066404	0.3059571888	0.7050727086	0.8779066404	0.81079265645	0.75309497293	0.82203417213	0.81079265645	0.99268824044	1	0.75309497293	0.99268824044	1	0.82203417213	1	1	0.4238855	0.7412187048
SARM1	-2.0594029	-3.15177574	0	-1.05664167	3.15177574	3.15177574	2.09513407	0	-3.15177574	-1.05664167	1.05664167	-2.09513407	1.05664167	-2.0338702	0	-0.6818607	2.0338702	2.8763268	1.9120302	0	-2.8763268	-0.9642966	0.6818607	-1.9120302	0.9642966	0.0766558294	1	0.5147163941	0.0766558294	0.0207853354	0.0925102591	1	0.0207853354	0.363337171	0.5147163941	0.0925102591	0.363337171	0.43716396592	1	0.85024860792	0.43716396592	0.671092654	0.94046537353	1	0.671092654	1	0.85024860792	0.94046537353	1	3.1853383	0.0849189442
SBSN	2.9475475	0.09705929	0.40198591	0.24221308	-0.09705929	0.30492662	0.14515379	-0.40198591	-0.30492662	-0.15977283	-0.24221308	-0.14515379	0.15977283	0.0912887	0.3780862	0.2278125	-0.0912887	0.4055929	0.1930738	-0.3780862	-0.4055929	-0.2125191	-0.2278125	-0.1930738	0.2125191	0.9295237304	0.7152720158	0.8255475814	0.9295237304	0.6957488394	0.8517473535	0.7152720158	0.6957488394	0.8370553246	0.8255475814	0.8517473535	0.8370553246	1	0.90774521279	0.97666476575	1	0.99268824044	1	0.90774521279	0.99268824044	1	0.97666476575	1	1	0.0764803	0.9709403359
SCAMP3	1.4640272	-2.33008015	0.56927308	-1.50119413	2.33008015	2.89935323	0.82888602	-0.56927308	-2.89935323	-2.07046721	1.50119413	-0.82888602	2.07046721	-1.3056689	0.3189943	-0.8411996	1.3056689	2.2976207	0.6568588	-0.3189943	-2.2976207	-1.6407619	0.8411996	-0.6568588	1.6407619	0.2282157616	0.7579592559	0.424838207	0.2282157616	0.0508893087	0.5298418654	0.7579592559	0.0508893087	0.1397524896	0.424838207	0.5298418654	0.1397524896	0.66930504871	0.93490255149	0.85024860792	0.66930504871	0.8839894013	0.97935209382	0.93490255149	0.8839894013	1	0.85024860792	0.97935209382	1	2.0157443	0.1908800919
SCARB2	-2.2631503	-1.05664167	-2.4726175	0	1.05664167	-1.41597584	1.05664167	2.4726175	1.41597584	2.4726175	0	-1.05664167	-2.4726175	-0.5885009	-1.3771345	0	0.5885009	-1.1152963	0.832266	1.3771345	1.1152963	1.9475623	0	-0.832266	-1.9475623	0.5725483369	0.2060360255	1	0.5725483369	0.2973315193	0.4295728572	0.2060360255	0.2973315193	0.087586121	1	0.4295728572	0.087586121	0.83070515893	0.61197083324	1	0.83070515893	0.96986823178	0.97011902476	0.61197083324	0.96986823178	1	1	0.97011902476	1	1.4449547	0.3007969883
SCCPDH	0.2958107	0.36839408	1.26884009	1.58684469	-0.36839408	0.90044601	1.21845061	-1.26884009	-0.90044601	0.3180046	-1.58684469	-1.21845061	-0.3180046	0.1509835	0.5200244	0.6503561	-0.1509835	0.5219026	0.7062196	-0.5200244	-0.5219026	0.1843169	-0.6503561	-0.7062196	-0.1843169	0.8837532569	0.6172269023	0.5338198449	0.8837532569	0.6159771838	0.5002412888	0.6172269023	0.6159771838	0.8583842709	0.5338198449	0.5002412888	0.8583842709	0.99173596998	0.84981022683	0.85024860792	0.99173596998	0.98347640088	0.97935209382	0.84981022683	0.98347640088	1	0.85024860792	0.97935209382	1	0.2565115	0.8546959683
SEC22B	-2.0948986	0	-2.6741226	-1.41597584	0	-2.6741226	-1.41597584	2.6741226	2.6741226	1.25814677	1.41597584	1.41597584	-1.25814677	0	-1.2688114	-0.6718489	0	-1.7943703	-0.9501378	1.2688114	1.7943703	0.8442325	0.6718489	0.9501378	-0.8442325	1	0.2404311494	0.5207408609	1	0.1107737509	0.3700564431	0.2404311494	0.1107737509	0.4232391677	0.5207408609	0.3700564431	0.4232391677	1	0.64053794755	0.85024860792	1	0.92177541338	0.9429959267	0.64053794755	0.92177541338	1	0.85024860792	0.9429959267	1	1.2418862	0.3572667714
SEC23B	-1.3180292	-2.35893853	-2.90474851	-1.41597584	2.35893853	-0.54580997	0.94296269	2.90474851	0.54580997	1.48877267	1.41597584	-0.94296269	-1.48877267	-1.170033	-1.4407547	-0.7023237	1.170033	-0.3828582	0.6614408	1.4407547	0.3828582	1.0442991	0.7023237	-0.6614408	-1.0442991	0.2758994204	0.1878906503	0.5025388796	0.2758994204	0.7118684417	0.5270496977	0.1878906503	0.7118684417	0.3270889625	0.5025388796	0.5270496977	0.3270889625	0.69102003264	0.59612579057	0.85024860792	0.69102003264	0.99268824044	0.97935209382	0.59612579057	0.99268824044	1	0.85024860792	0.97935209382	1	0.859997	0.5002680675
SEPTIN2	-2.831239	0	-1.6356302	0	0	-1.6356302	0	1.6356302	1.6356302	1.6356302	0	0	-1.6356302	0	-1.3878975	0	0	-1.9627834	0	1.3878975	1.9627834	1.9627834	0	0	-1.9627834	1	0.2028627403	1	1	0.0855548027	1	0.2028627403	0.0855548027	0.0855548027	1	1	0.0855548027	1	0.6114973713	1	1	0.91076806248	1	0.6114973713	0.91076806248	1	1	1	1	1.7978421	0.2259384807
SEPTIN6	-1.4817722	-2.4726175	-1.8306177	-1.8306177	2.4726175	0.64199981	0.64199981	1.8306177	-0.64199981	0	1.8306177	-0.64199981	0	-1.2508304	-0.92606	-0.92606	1.2508304	0.4592946	0.4592946	0.92606	-0.4592946	0	0.92606	-0.4592946	0	0.2465880141	0.3816942641	0.3816942641	0.2465880141	0.6583327245	0.6583327245	0.3816942641	0.6583327245	1	0.3816942641	0.6583327245	1	0.67445914748	0.77223940966	0.84005331988	0.67445914748	0.99268824044	1	0.77223940966	0.99268824044	1	0.84005331988	1	1	0.5216807	0.6793488617
SEPTIN7	-1.6724613	0	-3.77491437	-1.72330833	0	-3.77491437	-1.72330833	3.77491437	3.77491437	2.05160604	1.72330833	1.72330833	-2.05160604	0	-2.9410261	-1.3426251	0	-4.159239	-1.8987586	2.9410261	4.159239	2.2604804	1.3426251	1.8987586	-2.2604804	1	0.0188303768	0.2165026731	1	0.0032195651	0.094416736	0.0188303768	0.0032195651	0.0539171749	0.2165026731	0.094416736	0.0539171749	1	0.22277293235	0.75559432905	1	0.32103663021	0.94046537353	0.22277293235	0.32103663021	1	0.75559432905	0.94046537353	1	6.596502	0.0150232035
SEPTIN9	-2.097254	-0.77397603	-2.11328333	-1.1949875	0.77397603	-1.3393073	-0.42101147	2.11328333	1.3393073	0.91829583	1.1949875	0.42101147	-0.91829583	-0.4063202	-1.1094266	-0.6273418	0.4063202	-0.9943427	-0.3125718	1.1094266	0.9943427	0.6817709	0.6273418	0.3125718	-0.6817709	0.6952358174	0.2997071356	0.5480429497	0.6952358174	0.3493823166	0.7626557893	0.2997071356	0.3493823166	0.5147702328	0.5480429497	0.7626557893	0.5147702328	0.88878131968	0.71740107036	0.85573972626	0.88878131968	0.96986823178	1	0.71740107036	0.96986823178	1	0.85573972626	1	1	0.5488435	0.6629362311
SERBP1	-1.436521	-1.54795206	-1.56681324	-3.169925	1.54795206	-0.01886118	-1.62197294	1.56681324	0.01886118	-1.60311176	3.169925	1.62197294	1.60311176	-0.6693336	-0.6774891	-1.3706737	0.6693336	-0.0115337	-0.9918448	0.6774891	0.0115337	-0.980311	1.3706737	0.9918448	0.980311	0.5222612489	0.5173415812	0.2079615498	0.5222612489	0.9910821041	0.3505267718	0.5173415812	0.9910821041	0.3558479648	0.2079615498	0.3505267718	0.3558479648	0.82890910273	0.84493284757	0.75077574638	0.82890910273	1	0.9429959267	0.84493284757	1	1	0.75077574638	0.9429959267	1	0.7604125	0.5473282101
SERPINB12	-0.735981	-2.42846741	-3.07143971	-3.11991652	2.42846741	-0.6429723	-0.69144911	3.07143971	0.6429723	-0.04847681	3.11991652	0.69144911	0.04847681	-0.78155	-0.9884769	-1.0040781	0.78155	-0.2926387	-0.3147022	0.9884769	0.2926387	-0.0220635	1.0040781	0.3147022	0.0220635	0.457143251	0.3520743141	0.3449490653	0.457143251	0.7772981783	0.7610967436	0.3520743141	0.7772981783	0.9829416009	0.3449490653	0.7610967436	0.9829416009	0.82664764035	0.75152254209	0.84005331988	0.82664764035	0.99268824044	1	0.75152254209	0.99268824044	1	0.84005331988	1	1	0.3831763	0.7681299737
SERPINB3	-0.3258115	-1.41597584	-3.36863617	-5.20244344	1.41597584	-1.95266033	-3.7864676	3.36863617	1.95266033	-1.83380727	5.20244344	3.7864676	1.83380727	-0.5920164	-1.4084194	-2.1751302	0.5920164	-1.1545682	-2.238861	1.4084194	1.1545682	-1.0842928	2.1751302	2.238861	1.0842928	0.5703048694	0.1969300591	0.0615709065	0.5703048694	0.2818235562	0.0557616103	0.1969300591	0.2818235562	0.310050924	0.0615709065	0.0557616103	0.310050924	0.83070515893	0.61092080566	0.50660757369	0.83070515893	0.96986823178	0.94046537353	0.61092080566	0.96986823178	1	0.50660757369	0.94046537353	1	2.4462862	0.1391780867
SERPINH1	-2.0739501	0	-3.22414178	-0.93578497	0	-3.22414178	-0.93578497	3.22414178	3.22414178	2.28835681	0.93578497	0.93578497	-2.28835681	0	-1.6155099	-0.4688906	0	-2.284676	-0.6631115	1.6155099	2.284676	1.6215645	0.4688906	0.6631115	-1.6215645	1	0.1451398593	0.6517495426	1	0.0519248789	0.5260338973	0.1451398593	0.0519248789	0.1438310647	0.6517495426	0.5260338973	0.1438310647	1	0.53842903561	0.88334209856	1	0.8839894013	0.97935209382	0.53842903561	0.8839894013	1	0.88334209856	0.97935209382	1	2.0350839	0.1880995502
SET	-1.3869253	0.96013946	3.169925	-0.01365726	-0.96013946	2.20978554	-0.97379672	-3.169925	-2.20978554	-3.18358226	0.01365726	0.97379672	3.18358226	0.4188642	1.382891	-0.005958	-0.4188642	1.3633397	-0.6007894	-1.382891	-1.3633397	-1.9641291	0.005958	0.6007894	1.9641291	0.6864139506	0.2043334966	0.9953931505	0.6864139506	0.2101662102	0.5647281484	0.2043334966	0.2101662102	0.0853774162	0.9953931505	0.5647281484	0.0853774162	0.88635226491	0.6114973713	1	0.88635226491	0.96986823178	1	0.6114973713	0.96986823178	1	1	1	1	1.4938719	0.288815792
SF1	-2.7386391	4.24792751	3.71960668	4.24792751	-4.24792751	-0.52832083	0	-3.71960668	0.52832083	0.52832083	-4.24792751	0	-0.52832083	4.9280272	4.3151214	4.9280272	-4.9280272	-0.8667797	0	-4.3151214	0.8667797	0.8667797	-4.9280272	0	-0.8667797	0.0011771432	0.0026069829	0.0011771432	0.0011771432	0.4114840225	1	0.0026069829	0.4114840225	0.4114840225	0.0011771432	1	0.4114840225	0.04833211541	0.07911626249	0.04833211541	0.04833211541	0.96986823178	1	0.07911626249	0.96986823178	1	0.04833211541	1	1	9.2593466	0.0056786386
SF3B1	-1.8207006	4.55914201	5.08746284	2.30751284	-4.55914201	0.52832083	-2.25162917	-5.08746284	-0.52832083	-2.77995	-2.30751284	2.25162917	2.77995	4.3135578	4.8134199	2.1832156	-4.3135578	0.7069118	-3.0127588	-4.8134199	-0.7069118	-3.7196706	-2.1832156	3.0127588	3.7196706	0.0026124613	0.0013601472	0.0608019582	0.0026124613	0.4998337281	0.0168848211	0.0013601472	0.4998337281	0.0059509013	0.0608019582	0.0168848211	0.0059509013	0.07597908413	0.05274348709	0.50660757369	0.07597908413	0.96986823178	0.8874201335	0.05274348709	0.96986823178	0.56688550029	0.50660757369	0.8874201335	0.56688550029	10.8881074	0.0034572843
