Feature.ID	baseMean	log2(brain/UHR)	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
VSIG1	2.60340329188238	0.912984109515421	0.726068336442266	0.467796878798052	0.576958583187223	2	2	1	5	1.68	1.62	1.25	5.86
VSIG10	76.8573404004988	-1.04809916333723	-3.49338893816797	0.000476931322250831	0.00103540146220672	113	139	31	52	95.02	112.81	38.63	60.97
VSIG10L	48.6623478798174	-0.196279484694229	-0.569286124280332	0.569161981800867	0.679124276616239	59	67	37	38	49.61	54.38	46.11	44.56
VSIG2	6.0692536914281	1.78595955793244	1.8817540252712	0.0598694206812992	0.0954358602362921	2	4	8	8	1.68	3.25	9.97	9.38
VSIG4	38.0120800166629	5.94845976472063	6.02617170708201	1.67888818578308e-09	5.64735827939269e-09	1	1	68	56	0.84	0.81	84.73	65.66
VSIG8	18.685840973065	3.21110136431937	4.66827332036528	3.03741652208728e-06	8.10915608184481e-06	3	5	34	22	2.52	4.06	42.37	25.8
VSNL1	2030.02623431376	6.51900609254467	42.503538282109	0	0	52	53	3193	3458	43.73	43.01	3978.8	4054.56
VSTM1	1.82531766785567	0.74834505317544	0.546261889730324	0.584885928959596	0.684022803209098	1	2	2	2	0.84	1.62	2.49	2.35
VSTM2A	90.1956548008655	6.75896137393297	8.30662985626282	9.8458469370087e-17	4.67051622034363e-16	1	2	137	160	0.84	1.62	170.72	187.6
VSTM2B	170.010060539518	7.64695593474739	9.52609805089935	1.63306224072203e-21	9.25629020947985e-21	1	2	269	292	0.84	1.62	335.2	342.37
VSTM2L	524.861788639327	5.93236405569168	23.9120239063108	2.29644887858113e-126	6.69985438165189e-125	21	19	818	893	17.66	15.42	1019.31	1047.06
VSX1	15.1259727867017	4.6285262468826	4.43756702159079	9.09813978995017e-06	2.32707832572855e-05	1	1	19	30	0.84	0.81	23.68	35.18
VSX2	2.04660639530556	0.449621578676277	0.336632736701637	0.736393774796759	0.815490620258715	1	3	3	1	0.84	2.43	3.74	1.17
VTA1	164.550280177494	-0.441167766236407	-2.28735961759812	0.0221748413201988	0.0381901160337548	230	229	110	121	193.41	185.85	137.07	141.87
VTCN1	1.42355527201841	-0.320143823027272	-0.21934587236617	0.826380630843967	0.879593954626126	1	3	1	1	0.84	2.43	1.25	1.17
VTI1A	63.6397558906877	0.00727367836086652	0.0235515988613214	0.981210279942511	0.990471779176035	70	84	44	62	58.86	68.17	54.83	72.7
VTI1B	169.726232602763	0.609800165518343	3.00420960630618	0.00266271811718773	0.00528156663453024	171	154	140	201	143.79	124.98	174.45	235.68
VTN	90.3801051201594	-2.47689744991749	-8.1100470736278	5.06001551741735e-16	2.33054758286472e-15	181	191	21	24	152.2	155.01	26.17	28.14
VTRNA1-2	1.43821909346141	-0.333532133772604	-0.228865555578416	0.81897341271449	0.877272322041959	3	1	1	1	2.52	0.81	1.25	1.17
VTRNA1-3	1.85133539036677	-0.795884759124363	-0.572378043859783	0.567065887270367	0.677539513384483	4	2	1	1	3.36	1.62	1.25	1.17
VWA1	803.272008763279	2.16924187496081	21.1695287055609	1.82371957026169e-99	4.03850915780184e-98	341	366	1011	1168	286.75	297.03	1259.81	1369.5
VWA2	12.3885451983288	2.74511044839211	3.56252669623667	0.000367302543421735	0.000807632525831492	4	3	21	15	3.36	2.43	26.17	17.59
VWA3A	19.9445719260545	4.24068635737513	5.20978216564315	1.89062474832228e-07	5.53880547706552e-07	3	1	35	28	2.52	0.81	43.61	32.83
VWA3B	3.38294547607354	1.80220519412491	1.48430740841883	0.137727385804231	0.202226965092095	1	2	7	2	0.84	1.62	8.72	2.35
VWA5A	122.348949167905	-0.742493851947276	-3.27010052071915	0.00107509273177961	0.00224138688556683	183	188	80	71	153.88	152.57	99.69	83.25
VWA5B1	2.19028699497702	1.63508117392828	1.18874901237916	0.234538447505082	0.323125251571064	1	1	1	5	0.84	0.81	1.25	5.86
VWA5B2	302.821162874324	6.41590819450148	16.9726501916193	1.30889380061254e-64	1.84564698852867e-63	7	9	491	500	5.89	7.3	611.84	586.26
VWC2	78.358368665697	6.96361024196845	7.20784469115559	5.68444097025979e-13	2.30553168734076e-12	1	1	126	132	0.84	0.81	157.01	154.77
VWC2L	4.26966446865188	2.19669424115757	1.93112700735107	0.0534673478666201	0.0861327821069484	2	1	7	5	1.68	0.81	8.72	5.86
VWCE	86.6074251525858	-2.48074611271112	-7.90278394734743	2.72742103071094e-15	1.21929501401136e-14	164	193	20	23	137.91	156.63	24.92	26.97
VWDE	38.2659001544829	-3.94272486884737	-6.37108501997795	1.87695551004443e-10	6.6698015527863e-10	84	91	5	2	70.64	73.85	6.23	2.35
VWF	613.530792633039	6.39103751945871	24.2264845363629	1.17030699816028e-129	3.52798410760775e-128	18	16	941	1069	15.14	12.99	1172.58	1253.42
WAC	843.005342139536	0.946579057092747	10.3160983111062	5.9595963259745e-25	3.75499971224535e-24	691	703	888	950	581.06	570.53	1106.54	1113.89
WAPAL	232.424049008123	-0.677873651567672	-4.09604113441947	4.2027528671549e-05	0.000101093531915807	343	350	138	158	288.43	284.05	171.96	185.26
WARS	1093.48411072901	-1.17642223552323	-13.5572023861709	7.18235744718665e-42	6.86546750554696e-41	1787	1886	516	595	1502.68	1530.62	642.99	697.65
WARS2	48.8393143032913	-1.88647423094679	-4.91182089156669	9.02344619079291e-07	2.51308921583108e-06	92	95	14	20	77.36	77.1	17.45	23.45
WAS	67.3859251060532	-1.43081059817292	-4.52872823504722	5.93397615427105e-06	1.54497802363186e-05	108	131	28	32	90.82	106.32	34.89	37.52
WASF1	509.383074654649	2.64668808653101	20.314390820578	9.59326936594163e-92	1.93513435714678e-90	154	185	721	733	129.5	150.14	898.44	859.45
WASF2	508.839245780354	-1.12387908155489	-9.45529854409142	3.22101481847078e-21	1.80951399518462e-20	840	849	268	261	706.35	689.02	333.96	306.03
WASF3	784.673589520807	3.95595623105487	30.7544577868527	1.06598214717775e-207	6.14457951624701e-206	123	106	1184	1257	103.43	86.03	1475.39	1473.85
WASH1	34.1799115022123	-0.0782947298705319	-0.192319855308895	0.8474916664097	0.897659162919421	43	42	27	28	36.16	34.09	33.64	32.83
WASH2P	23.3769448237409	0.907373526146213	1.82104185710528	0.0686004944287035	0.107924787447093	20	19	20	31	16.82	15.42	24.92	36.35
WASH3P	12.1184513173137	-0.854200093323258	-1.23352775411299	0.217378928497872	0.302331065137568	24	14	7	7	20.18	11.36	8.72	8.21
WASH5P	1.43088718273991	-0.328792270563729	-0.226546034617635	0.820776759298746	0.877272322041959	2	2	1	1	1.68	1.62	1.25	1.17
WASH7P	1.72401621002553	0.0961277094238131	0.0695900482130647	0.944519958113194	0.973697086669693	2	2	1	2	1.68	1.62	1.25	2.35
WASL	377.731177165785	0.963652516361009	7.26542432067594	3.71869082227105e-13	1.52057043897764e-12	295	325	384	444	248.06	263.76	478.5	520.6
WBP1	241.111908931313	0.344508457248048	2.13850873041858	0.0324754763204848	0.0543959031307571	256	258	229	217	215.27	209.38	285.36	254.44
WBP11	412.940859557707	-1.00939935667266	-7.60574968449991	2.83257066806545e-14	1.21682834796615e-13	625	713	207	247	525.56	578.65	257.94	289.61
WBP11P1	30.6050207610627	-1.03244950968443	-2.31789280258217	0.0204551477131188	0.0354692634274335	50	50	15	18	42.04	40.58	18.69	21.11
WBP2	2641.39231944449	2.44410883678686	33.7425048534365	1.37705231601271e-249	1.0394559188569e-247	917	1069	3449	3948	771.1	867.57	4297.81	4629.09
WBP2NL	3.28164401824339	1.32297569127621	1.12088593561536	0.262336418283767	0.356644035777145	2	2	6	2	1.68	1.62	7.48	2.35
WBP4	62.8687295006841	0.670405295258748	2.17966750949328	0.0292821166174191	0.0494367997068028	64	53	62	66	53.82	43.01	77.26	77.39
WBP5	86.8893659643661	-0.627851202234912	-2.36621142645726	0.0179711782060079	0.0314921927070181	121	135	51	62	101.75	109.56	63.55	72.7
WBSCR16	93.9643312480826	-1.28729223419855	-4.84510911201417	1.26542115823794e-06	3.4839833944134e-06	169	154	44	46	142.11	124.98	54.83	53.94
WBSCR17	924.899532677159	4.80268219123596	34.1013399938729	7.04640751893559e-255	5.44864893598344e-253	77	77	1430	1527	64.75	62.49	1781.93	1790.43
WBSCR22	309.349269312807	-1.37871549958988	-9.10744144410131	8.43475938981042e-20	4.52725714201393e-19	550	532	138	146	462.49	431.75	171.96	171.19
WBSCR26	2.67756798417749	-1.43259117384433	-1.1016334959062	0.270621039973953	0.365943944085712	6	4	1	1	5.05	3.25	1.25	1.17
WBSCR27	20.236963140641	-2.11000133771025	-3.44037804706703	0.00058090216051936	0.00124759183667148	49	31	7	5	41.2	25.16	8.72	5.86
WBSCR28	2.0542275834587	-0.981488105123427	-0.720860773903792	0.470995179157141	0.57981298847574	4	3	1	1	3.36	2.43	1.25	1.17
WDFY1	267.745515437901	-0.715112084571626	-4.59909430266293	4.24331680581714e-06	1.12028275198131e-05	394	412	170	165	331.31	334.37	211.84	193.47
WDFY2	89.305136040196	-0.212936513982153	-0.813765301521062	0.4157794164814	0.527615481007951	125	107	63	74	105.11	86.84	78.5	86.77
WDFY3	500.632709568629	2.331722242976	18.6352532983703	1.66364968595375e-77	2.85613215940543e-76	199	202	659	725	167.34	163.94	821.18	850.07
WDFY4	13.8748630218653	2.56187808013795	3.59513939125389	0.000324217936616256	0.000716042446338607	4	5	16	24	3.36	4.06	19.94	28.14
WDHD1	91.054885810304	-3.55454053522818	-9.57228273524484	1.0457086221009e-21	5.9608838506453e-21	189	219	8	15	158.93	177.73	9.97	17.59
WDR1	1477.06426640262	-1.26853807871757	-15.4181555442271	1.23583807907903e-53	1.46285699690363e-52	2538	2517	647	789	2134.2	2042.72	806.23	925.12
WDR11	207.852639302005	-0.224388957738538	-1.27466149726824	0.202429080382239	0.28447148101588	258	285	140	178	216.95	231.3	174.45	208.71
WDR12	103.150655068209	-1.32600434779802	-5.21480396343779	1.84011732634493e-07	5.39416116223351e-07	166	192	47	50	139.59	155.82	58.57	58.63
WDR13	732.543007213837	0.742563225856608	7.53135608978834	5.02160360897592e-14	2.1335926703136e-13	669	657	757	760	562.56	533.2	943.3	891.11
WDR16	6.9630153172963	2.98906273275624	2.90041279182781	0.00372671522771206	0.00726550958917072	2	1	10	11	1.68	0.81	12.46	12.9
WDR17	59.0740535511793	3.82874490437847	8.75328806307811	2.07224852411524e-18	1.05452946564259e-17	7	11	78	106	5.89	8.93	97.2	124.29
WDR18	339.117033137859	-0.632312895159879	-4.41806074511822	9.9590433980764e-06	2.53738177763474e-05	492	507	193	248	413.72	411.47	240.5	290.78
WDR19	96.5095433591817	0.635968363086692	2.52866658677626	0.0114496736513595	0.0207780664182562	82	101	88	107	68.95	81.97	109.66	125.46
WDR20	131.016769715231	0.693739501869308	3.14057404115261	0.00168617079414762	0.00343592296157214	127	115	116	153	106.79	93.33	144.55	179.39
WDR24	316.180050729403	-0.0508937882168563	-0.36245899323963	0.717009061800233	0.797879160732657	385	394	252	262	323.75	319.76	314.02	307.2
WDR25	81.8006448005352	0.532216451893147	1.9111845478938	0.0559808689053865	0.0898095091607165	74	88	65	96	62.23	71.42	81	112.56
WDR26	484.473158812678	-0.494648450165492	-4.1888515194912	2.80369760312057e-05	6.84972204040065e-05	681	691	336	329	572.65	560.79	418.69	385.76
WDR27	83.7839548336555	-0.711588261192134	-2.6157767044338	0.00890247557693158	0.0164602342947504	133	119	49	56	111.84	96.58	61.06	65.66
WDR3	156.544162828863	-2.19766411742883	-9.63201108534458	5.85717425836872e-22	3.37417228172894e-21	305	318	51	41	256.47	258.08	63.55	48.07
WDR31	14.1859816104567	0.779907366832304	1.25643114448382	0.208959695732652	0.292762122134971	11	14	13	17	9.25	11.36	16.2	19.93
WDR33	343.399149084633	-0.377579925246408	-2.73379555831332	0.00626089049074881	0.0118464233449846	467	473	226	269	392.7	383.87	281.62	315.41
WDR34	528.14943070951	-2.56802649104327	-18.8996854719672	1.14734434390373e-79	2.01150083960707e-78	1053	1138	110	142	885.46	923.57	137.07	166.5
WDR35	74.8094980477941	-0.709912588548243	-2.42291682763818	0.0153964512562601	0.0272489110342929	121	104	39	55	101.75	84.4	48.6	64.49
WDR36	128.676321940957	-1.39099643642762	-5.99216246825641	2.07068898374565e-09	6.92730317425428e-09	209	243	62	55	175.75	197.21	77.26	64.49
WDR37	296.38945438898	1.34651263810612	8.7898921330982	1.49703631176148e-18	7.66530948111088e-18	186	219	321	385	156.41	177.73	400	451.42
WDR38	1.83264957857717	0.740816463942634	0.541293694513248	0.588305165930183	0.684022803209098	2	1	2	2	1.68	0.81	2.49	2.35
WDR4	121.51137396599	-1.50113129257294	-6.04850530036497	1.46195813276417e-09	4.93598998960597e-09	212	224	39	66	178.27	181.79	48.6	77.39
WDR41	144.726888546519	-0.160595025663157	-0.787203247832504	0.431162896292132	0.539984854358665	179	191	114	112	150.52	155.01	142.06	131.32
WDR43	182.11512657925	-2.09283333162247	-10.0061360770213	1.43238063973081e-23	8.66626734381663e-23	332	384	54	60	279.18	311.64	67.29	70.35
WDR44	73.7272603350606	0.281566475342548	1.00502228946415	0.314886117118818	0.416389552995076	80	81	65	69	67.27	65.74	81	80.9
WDR45	201.592328274042	0.251060944547858	1.43932916334977	0.150057283812859	0.218660154181723	209	237	172	191	175.75	192.34	214.33	223.95
WDR45L	661.10319863483	-0.0202858930911746	-0.200810849087583	0.84084647938552	0.892453950339859	797	815	520	567	670.19	661.43	647.97	664.82
WDR46	324.428588194101	-1.71148589388307	-11.2310539599264	2.87034030729115e-29	2.01747348350558e-28	580	625	115	136	487.72	507.23	143.3	159.46
WDR47	348.306773038016	3.12197014711212	19.2477198919432	1.47513850078809e-82	2.67238900590391e-81	82	91	501	534	68.95	73.85	624.3	626.12
WDR48	221.328844726419	0.450672528670179	2.66942641753823	0.00759809193483941	0.0141961403383278	208	245	212	211	174.91	198.83	264.17	247.4
WDR49	4.02264729612254	2.6217992982095	2.1396445243149	0.0323835054792047	0.0542587017726972	1	1	5	7	0.84	0.81	6.23	8.21
WDR5	453.883648578096	-0.716034664692193	-5.8343795818282	5.39910835101468e-09	1.7616095892453e-08	671	696	262	307	564.24	564.85	326.48	359.96
WDR52	49.5689041474303	0.355852520254634	1.03872883209072	0.298930868046256	0.398784134369583	54	51	49	43	45.41	41.39	61.06	50.42
WDR53	34.0309016866261	-0.790176682721098	-1.8639883070924	0.0623233464014498	0.0990653209031819	44	61	21	20	37	49.51	26.17	23.45
WDR54	223.109736869622	-1.24066880726261	-6.67753183481277	2.4299983732656e-11	9.09551929481667e-11	385	375	87	133	323.75	304.34	108.41	155.94
WDR55	119.700082032042	-0.605141036985683	-2.68279483688441	0.00730097644351118	0.0136772871684528	173	177	76	81	145.48	143.65	94.7	94.97
WDR59	326.668333411421	-0.65551296714191	-4.65201034909915	3.28714577886859e-06	8.75130678875274e-06	479	489	198	222	402.79	396.86	246.73	260.3
WDR5B	38.4086432161811	-0.3406017707582	-0.878173161443407	0.379849754412429	0.487781140108906	54	50	27	29	45.41	40.58	33.64	34
WDR6	1258.12890491176	-0.465354968390001	-5.88593165103333	3.95817878091658e-09	1.30218742252845e-08	1767	1766	836	914	1485.86	1433.23	1041.74	1071.68
WDR60	157.731501517751	0.0688302213002167	0.346154893889824	0.72922631105777	0.808871822785055	183	190	117	151	153.88	154.2	145.79	177.05
WDR61	152.555087202227	-0.631642869588905	-3.05663095453579	0.00223839679756156	0.00448150551344238	200	250	95	103	168.18	202.89	118.38	120.77
WDR62	216.981442884873	-4.05772717206851	-15.0339196805043	4.40170709097009e-51	4.98388525502577e-50	476	517	16	24	400.27	419.58	19.94	28.14
WDR63	2.51316645768869	0.439406046804884	0.350457905720876	0.725995075794015	0.805898595457152	2	3	1	4	1.68	2.43	1.25	4.69
WDR65	2.52783027913169	0.425265595254957	0.335454188763344	0.737282496721062	0.815857338721818	4	1	1	4	3.36	0.81	1.25	4.69
WDR66	14.1240868912335	-0.150728515613513	-0.241908522511469	0.808851046229552	0.872121335527635	18	18	13	9	15.14	14.61	16.2	10.55
WDR67	35.4119823683974	-1.70908867424921	-3.90213785186102	9.53468278737437e-05	0.000221761492880471	65	67	13	14	54.66	54.38	16.2	16.42
WDR69	3.26324748388544	1.32189737755961	1.13002246912883	0.258466756758622	0.351961818817561	2	2	5	3	1.68	1.62	6.23	3.52
WDR7	347.889908297653	2.81475198054586	17.0644725318143	2.7284249727336e-65	3.89933131715542e-64	94	115	443	569	79.04	93.33	552.02	667.16
WDR70	96.7054693021557	-1.0303365734773	-4.02730604133546	5.64195753196293e-05	0.000134292517598122	152	163	49	56	127.82	132.29	61.06	65.66
WDR72	7.79386427580477	-3.12796929779518	-2.81276178668133	0.00491180235833891	0.00942142830093	12	23	1	1	10.09	18.67	1.25	1.17
WDR73	108.556176873641	-0.510605570913642	-2.16445686027011	0.0304293040192917	0.0512416980395686	155	154	73	75	130.34	124.98	90.97	87.94
WDR74	258.342721444797	-0.953974014690044	-5.97640101921819	2.28121049053996e-09	7.5955165326538e-09	395	431	139	152	332.15	349.79	173.21	178.22
WDR75	125.912726264464	-0.95110103917644	-4.15501492876873	3.25266304208075e-05	7.89588519480092e-05	181	222	65	77	152.2	180.17	81	90.28
WDR76	100.736573448272	-2.77289162832098	-9.09138681996215	9.77837164511879e-20	5.23365744044597e-19	199	228	18	24	167.34	185.04	22.43	28.14
WDR77	226.048846154704	-1.95450506771739	-10.6395556028544	1.95057424662391e-26	1.27504547488934e-25	428	443	73	80	359.9	359.52	90.97	93.8
WDR78	6.80180601556182	0.401309598256041	0.468692309525638	0.639289584778661	0.729750749019425	8	6	5	8	6.73	4.87	6.23	9.38
WDR8	155.16302879238	-0.335714792528816	-1.67934378282332	0.0930850627145838	0.142016687757203	219	200	109	118	184.16	162.31	135.83	138.36
WDR81	398.753876011369	-0.340199771658794	-2.65876944662529	0.00784266108892808	0.0146243602816969	524	555	293	289	440.63	450.42	365.11	338.86
WDR82	896.075171030083	0.788346228155578	8.81227483321371	1.22631527298497e-18	6.29607803582187e-18	781	810	895	985	656.74	657.37	1115.26	1154.93
WDR83	138.621573952593	0.732230035320802	3.4055074053004	0.000660412224025659	0.00140786297494297	115	137	153	133	96.7	111.18	190.65	155.94
WDR85	198.721943696981	-0.292288135349121	-1.65620414701532	0.0976804837215412	0.148408798829965	262	268	136	160	220.31	217.5	169.47	187.6
WDR86	35.1228214452679	-0.299524734677415	-0.741833982736931	0.458187928324574	0.566539961816826	45	49	26	26	37.84	39.77	32.4	30.49
WDR87	3.27115794947022	-0.671832131802756	-0.572626951989747	0.566897306840756	0.677539513384483	7	3	1	3	5.89	2.43	1.25	3.52
WDR88	4.37527719426028	0.645749190817597	0.630278038877567	0.528512688793485	0.639812153390802	3	5	5	4	2.52	4.06	6.23	4.69
WDR89	45.1494223448146	-0.770979480832605	-2.0963986872557	0.0360468387627748	0.0598483867457014	75	63	26	29	63.07	51.13	32.4	34
WDR90	417.012999583598	-1.64358452857124	-11.3788478157892	5.32992346411192e-30	3.8389172334092e-29	793	737	140	195	666.83	598.13	174.45	228.64
WDR91	215.697534743215	0.0961102200441057	0.523830436172534	0.600396482041264	0.692501933142671	210	296	181	188	176.59	240.22	225.54	220.43
WDR92	45.1729599125431	-0.572274814528517	-1.58342762133398	0.1133240315082	0.169883342056032	67	64	28	32	56.34	51.94	34.89	37.52
WDR93	1.95234757076527	1.43624292771935	1.02641569673961	0.304695682292358	0.404863550826811	1	1	4	1	0.84	0.81	4.98	1.17
WDSUB1	30.2552399240572	0.278058907694515	0.642090938908135	0.520814138854125	0.631537358913952	36	30	26	29	30.27	24.35	32.4	34
WDTC1	766.321271704042	0.985641323117058	10.2690086624472	9.71982915427028e-25	6.09797460991191e-24	608	637	802	885	511.27	516.97	999.37	1037.68
WDYHV1	47.7717404120009	-0.177105155866047	-0.4992718567117	0.617587878758661	0.709448434672821	53	70	40	34	44.57	56.81	49.84	39.87
WEE1	167.386836816336	-3.69781568765302	-13.0762867777379	4.4988586225339e-39	4.03285997727803e-38	368	386	15	24	309.45	313.27	18.69	28.14
WEE2	1.92690840311746	-0.15089018674116	-0.112118380170782	0.9107295440431	0.949514792369847	2	3	1	2	1.68	2.43	1.25	2.35
WFDC1	127.031837456077	-0.630685666683239	-2.85817747581181	0.00426082008779183	0.00824342145138082	189	185	76	89	158.93	150.14	94.7	104.35
WFDC10B	1.22799498964798	-0.0291068302141553	-0.0194900789922791	0.984450151358621	0.990471779176035	2	1	1	1	1.68	0.81	1.25	1.17
WFDC13	1.22066307892648	-0.0210806190976561	-0.0141016536678546	0.98874888115114	0.990471779176035	1	2	1	1	0.84	1.62	1.25	1.17
WFDC2	23.2755256702901	-0.129030843466215	-0.257571072896856	0.796737957062108	0.861061838488462	30	29	13	24	25.23	23.54	16.2	28.14
WFDC3	3.08306309292971	-0.5128529872121	-0.434264112587795	0.664096661067349	0.752962191501646	4	5	3	1	3.36	4.06	3.74	1.17
WFIKKN1	83.2498274227456	0.718123232861439	2.65261621498518	0.00798706274325636	0.0148703051289246	81	71	76	96	68.11	57.62	94.7	112.56
WFIKKN2	28.5226325676842	4.78018630487182	6.12681992287166	8.96528406254511e-10	3.07053715228183e-09	1	3	40	52	0.84	2.43	49.84	60.97
WFS1	780.139595496805	1.41549391982919	14.33899762988	1.24845600614979e-46	1.30771641789544e-45	528	501	892	988	443.99	406.6	1111.52	1158.45
WHAMM	95.8089101006102	0.632940835507429	2.4412130747651	0.0146380152107276	0.0260252664116703	74	108	96	97	62.23	87.65	119.63	113.73
WHAMML1	7.00237381619437	1.55901805389872	1.72075766960876	0.0852948066939679	0.131353449881206	4	4	4	14	3.36	3.25	4.98	16.42
WHAMML2	3.16223530348694	-0.118178017591576	-0.102483467782577	0.918372934551209	0.955127936633849	5	3	2	3	4.2	2.43	2.49	3.52
WHSC1	1128.07525106444	-1.2419101528243	-14.5708906804501	4.30244682936115e-48	4.61596974552216e-47	1906	1934	523	587	1602.75	1569.57	651.71	688.27
WHSC1L1	332.196763468018	0.189884949882132	1.35664748151183	0.174893247204055	0.249798719651264	358	394	268	319	301.04	319.76	333.96	374.03
WHSC2	357.936044493405	-0.346506760615833	-2.51809952365124	0.0117989976269311	0.021371218135544	452	519	266	255	380.09	421.2	331.46	298.99
WIBG	121.700152998806	-1.11380714766223	-4.7999461393713	1.58708307523447e-06	4.33881780067692e-06	186	218	62	65	156.41	176.92	77.26	76.21
WIF1	44.9735905340858	6.18810653078476	6.30926578798547	2.80362287000517e-10	9.87053752234653e-10	1	1	64	84	0.84	0.81	79.75	98.49
WIPF1	252.066401834599	0.0875678382695226	0.561064404922864	0.574753632538099	0.683007674463731	284	308	208	222	238.81	249.96	259.19	260.3
WIPF2	374.637118905131	1.06393392584173	7.81314376476927	5.57789114850907e-15	2.4669296774457e-14	279	308	379	462	234.61	249.96	472.27	541.7
WIPF3	43.0766041482055	3.0279628290219	6.8442177708148	7.6894872320636e-12	2.95136049492159e-11	11	11	55	73	9.25	8.93	68.54	85.59
WIPI1	139.621142721573	-1.52903106795317	-6.41083728044315	1.44722599408709e-10	5.17396490013694e-10	228	276	44	75	191.72	223.99	54.83	87.94
WIPI2	740.690885866709	0.509434211909219	5.17208975809413	2.31490330876795e-07	6.73304139745933e-07	758	721	688	753	637.4	585.14	857.32	882.9
WISP1	6.34717840911008	-1.21667712087192	-1.31306710305121	0.18916033778165	0.267703887008597	12	10	2	4	10.09	8.12	2.49	4.69
WISP2	158.669585633596	-3.77527562780476	-12.6577903500039	1.01310912543757e-36	8.53536279746723e-36	383	333	18	17	322.06	270.25	22.43	19.93
WISP3	1.62242547476374	1.15081846058349	0.804405915989983	0.421162585650002	0.530342559528289	1	1	2	2	0.84	0.81	2.49	2.35
WIT1	9.49032092775519	-3.43169908943294	-3.17770191072694	0.00148447287290321	0.0030444898100663	22	21	1	1	18.5	17.04	1.25	1.17
WIZ	526.829955226529	-0.240930202687963	-2.11774722931644	0.0341964806592569	0.0570351122402793	656	727	376	424	551.63	590.01	468.53	497.15
WLS	365.291099129894	-0.296413307722351	-2.23063955040914	0.0257050147716688	0.043739224526942	490	485	256	287	412.04	393.61	319	336.51
WNK1	2122.90462717711	0.472172914674435	7.10735006841852	1.18292127693545e-12	4.72423441735591e-12	2110	2197	1917	2171	1774.29	1783.02	2388.78	2545.53
WNK2	885.003495020057	2.3977153809292	23.9762941711664	4.91541763825451e-127	1.44738505131389e-125	327	356	1151	1315	274.97	288.92	1434.26	1541.86
WNK3	33.1714695754244	0.547186980424111	1.28253870134689	0.199653737751249	0.280861810346418	29	36	39	26	24.39	29.22	48.6	30.49
WNK4	158.579217217316	-4.46136339854659	-12.8012704955367	1.61290615839698e-37	1.38952449932189e-36	347	389	14	8	291.79	315.7	17.45	9.38
WNT1	4.30674681479944	1.13760410963823	1.07116610638608	0.28409474849904	0.381884694081601	4	2	7	3	3.36	1.62	8.72	3.52
WNT10A	9.62508971443851	-0.328902945859635	-0.440986635838508	0.659222672016851	0.74828342684715	16	10	7	7	13.45	8.12	8.72	8.21
WNT10B	88.8029915042785	2.13463351914834	7.64541398690364	2.08274137775711e-14	8.99384937291616e-14	42	37	115	125	35.32	30.03	143.3	146.56
WNT11	22.385480937849	0.589117416323548	1.1468694365205	0.251435586077291	0.34354314885521	24	19	16	29	20.18	15.42	19.94	34
WNT16	5.58429709468701	1.92066364141436	1.90656795886326	0.0565765575523323	0.0906502087062387	1	4	9	6	0.84	3.25	11.21	7.04
WNT2	6.6993474480051	2.9279301626493	2.80779298854016	0.00498822809543959	0.00956416438176111	1	2	12	8	0.84	1.62	14.95	9.38
WNT2B	22.8760337807218	1.66015124674966	3.21847754569782	0.00128873060598981	0.00266111958175621	14	12	27	31	11.77	9.74	33.64	36.35
WNT3	27.8762312779675	0.66509737502228	1.46781335367983	0.142154929154631	0.208109940853044	24	28	24	33	20.18	22.72	29.91	38.69
WNT3A	1.43088718273991	-0.328792270563729	-0.226546034617635	0.820776759298746	0.877272322041959	2	2	1	1	1.68	1.62	1.25	1.17
WNT4	11.4588583360396	0.897520899450955	1.31083137726633	0.189914739178923	0.268571717244924	10	9	11	14	8.41	7.3	13.71	16.42
WNT5A	131.338837882341	-2.99248512918178	-10.6328648754083	2.09573890640483e-26	1.36899538041321e-25	289	277	17	31	243.02	224.8	21.18	36.35
WNT5B	58.5074571628402	-1.14846633392026	-3.47283145518136	0.000514998659528512	0.0011123316113945	92	104	26	34	77.36	84.4	32.4	39.87
WNT6	17.9253277642856	-0.83795647615821	-1.47703279529623	0.139666846483216	0.20480594771845	28	28	11	10	23.55	22.72	13.71	11.73
WNT7A	19.4712102681043	4.21301025534185	5.15829310604513	2.4921128083794e-07	7.22967360698383e-07	1	3	26	36	0.84	2.43	32.4	42.21
WNT7B	56.3695753004803	0.553220254102733	1.65326726211448	0.0982764826606878	0.149159439333887	66	44	56	55	55.5	35.71	69.78	64.49
WNT8A	1.62242547476374	1.15081846058349	0.804405915989983	0.421162585650002	0.530342559528289	1	1	2	2	0.84	0.81	2.49	2.35
WNT8B	2.0468956727372	-0.97705067933313	-0.717300953067178	0.473188419294178	0.581346645470119	3	4	1	1	2.52	3.25	1.25	1.17
WNT9A	12.5737909937371	-0.513010642896954	-0.778886844337355	0.436046374188102	0.544542681841261	19	17	8	9	15.98	13.8	9.97	10.55
WNT9B	3.98760006500273	2.08022319746754	1.78217872653382	0.0747200907868173	0.11661680070125	1	2	8	3	0.84	1.62	9.97	3.52
WRAP53	80.7636961042259	-1.01358521877441	-3.57440745017991	0.000351021945533596	0.000773264556796766	124	138	49	39	104.27	112	61.06	45.73
