Feature.ID	UHR_1	UHR_2	brain_1	brain_2
COX6B2	10.93	9.74	2.49	3.52
COX6C	318.7	317.32	314.02	342.37
COX7A1	2.52	1.62	201.87	208.71
COX7A2	319.54	325.44	377.57	365.83
COX7A2L	374.2	412.28	419.94	406.86
COX7B	422.13	484.51	250.47	303.68
COX7C	503.7	513.72	428.66	467.83
COX8A	1168.01	1235.21	1059.19	1022.43
COX8C	0.84	0.81	2.49	3.52
CP	246.38	264.57	57.32	56.28
CP110	112.68	105.5	259.19	249.75
CPA1	0.84	1.62	1.25	1.17
CPA2	2.52	3.25	2.49	1.17
CPA4	136.23	167.99	4.98	8.21
CPA5	0.84	1.62	1.25	1.17
CPAMD8	15.98	12.17	47.35	52.76
CPB1	0.84	0.81	2.49	3.52
CPB2	28.59	43.01	3.74	1.17
CPD	462.49	449.61	321.49	317.75
CPE	457.45	439.87	5201.23	5377.16
CPEB1	26.91	25.97	142.06	188.78
CPEB2	115.2	99.01	211.84	226.3
CPEB3	23.55	25.16	234.27	252.09
CPEB4	191.72	200.46	650.47	627.3
CPLX1	41.2	42.2	4261.67	4659.58
CPLX2	222	213.44	11246.07	11603.22
CPLX3	4.2	2.43	270.4	330.65
CPLX4	0.84	0.81	8.72	8.21
CPM	106.79	96.58	81	89.11
CPN1	21.02	24.35	1.25	1.17
CPN2	71.48	60.06	2.49	2.35
CPNE1	1057.01	1093.18	391.28	418.59
CPNE2	201.82	212.63	353.89	362.31
CPNE3	410.36	396.05	159.5	171.19
CPNE4	3.36	4.87	122.12	113.73
CPNE5	17.66	17.85	591.9	588.6
CPNE6	1.68	2.43	591.9	621.43
CPNE7	398.58	407.41	124.61	123.11
CPNE8	38.68	31.65	57.32	52.76
CPNE9	1.68	4.87	251.71	246.23
CPO	0.84	2.43	6.23	7.04
CPOX	334.68	349.79	215.58	227.47
CPPED1	195.09	179.36	144.55	139.53
CPS1	1368.98	1354.51	21.18	22.28
CPSF1	1437.09	1464.88	944.55	941.53
CPSF2	238.81	241.04	95.95	100.84
CPSF3	264.04	233.73	77.26	69.18
CPSF3L	659.26	652.5	785.04	786.76
CPSF4	373.36	364.39	194.39	255.61
CPSF4L	1.68	0.81	1.25	3.52
CPSF6	447.36	478.83	368.85	377.55
CPSF7	800.53	778.29	633.02	692.96
CPT1A	466.7	482.07	240.5	296.65
CPT1B	7.57	11.36	7.48	17.59
CPT1C	31.11	28.4	552.02	556.95
CPT2	179.95	154.2	66.04	78.56
CPVL	117.73	129.04	34.89	26.97
CPXM1	266.56	254.83	9.97	5.86
CPXM2	18.5	11.36	37.38	53.94
CPZ	195.09	192.34	14.95	21.11
CR1	0.84	1.62	3.74	3.52
CR1L	6.73	8.93	1.25	1.17
CR2	22.7	30.84	2.49	1.17
CRABP1	167.34	146.89	78.5	73.87
CRABP2	561.72	594.88	36.14	43.38
CRADD	47.93	54.38	44.86	49.25
CRAMP1L	344.77	386.31	508.41	573.36
CRAT	351.49	322.19	571.96	651.92
CRB1	2.52	1.62	105.92	100.84
CRB2	46.25	42.2	518.38	522.94
CRB3	26.07	21.91	2.49	3.52
CRBN	100.07	98.2	193.15	188.78
CRCP	158.09	168.81	195.64	194.64
CREB1	157.25	155.01	165.73	152.43
CREB3	148	147.71	295.33	283.75
CREB3L1	125.29	131.47	32.4	46.9
CREB3L2	508.74	536.45	133.33	111.39
CREB3L3	15.14	19.48	3.74	11.73
CREB3L4	68.95	100.63	24.92	16.42
CREB5	60.54	72.23	165.73	174.7
CREBBP	768.58	821.31	1282.24	1349.57
CREBL2	145.48	149.33	361.37	402.17
CREBZF	582.74	555.11	525.86	545.22
CREG1	554.15	516.97	234.27	221.61
CREG2	19.34	19.48	300.31	306.03
CRELD1	249.75	272.69	736.45	798.48
CRELD2	266.56	219.94	160.75	191.12
CREM	122.77	124.98	67.29	92.63
CRH	1.68	0.81	21.18	26.97
CRHBP	3.36	3.25	28.66	37.52
CRHR1	1.68	0.81	255.45	257.95
CRHR2	2.52	0.81	19.94	19.93
CRIM1	415.4	425.26	542.05	539.36
CRIP1	185	206.95	18.69	23.45
CRIP2	547.42	547	1092.83	1112.72
CRIP3	11.77	4.06	24.92	19.93
CRIPAK	158.93	158.26	128.35	133.67
CRIPT	30.27	38.96	68.54	65.66
CRISP3	6.73	7.3	1.25	1.17
CRISPLD1	32.79	28.4	36.14	31.66
CRISPLD2	54.66	56	94.7	87.94
CRK	227.88	256.46	272.9	296.65
CRKL	1102.42	1102.11	1005.6	1091.61
CRLF1	371.68	381.44	159.5	153.6
CRLF3	86.61	86.84	64.8	60.97
CRLS1	222	197.21	123.36	120.77
CRMP1	90.82	78.72	1500.31	1518.41
CRNKL1	150.52	153.39	107.16	100.84
CRNN	0.84	0.81	1.25	3.52
CROCC	227.04	237.79	453.58	527.63
CROCCL1	214.43	200.46	322.74	364.65
CROCCL2	48.77	42.2	133.33	165.32
CROT	41.2	60.87	24.92	31.66
CRSP8P	31.95	26.78	21.18	16.42
CRTAC1	11.77	13.8	326.48	341.2
CRTAM	0.84	0.81	189.41	209.88
CRTAP	1221.82	1216.54	569.47	650.75
CRTC1	261.52	285.67	2529.59	2753.07
CRTC2	320.38	307.58	310.28	356.44
CRTC3	388.49	414.71	429.91	437.35
CRX	5.05	1.62	1.25	1.17
CRY1	141.27	132.29	153.27	150.08
CRY2	232.09	234.54	1353.27	1411.71
CRYAA	36.16	30.84	1.25	2.35
CRYAB	24.39	20.29	3267.28	3206.83
CRYBA1	1.68	0.81	1.25	1.17
CRYBA2	0.84	1.62	7.48	7.04
CRYBA4	1.68	4.06	1.25	1.17
CRYBB1	8.41	7.3	3.74	5.86
CRYBB2	2.52	3.25	3.74	3.52
CRYBB2P1	43.73	39.77	54.83	50.42
CRYBB3	2.52	2.43	1.25	4.69
CRYBG3	15.98	22.72	26.17	24.62
CRYGA	0.84	0.81	1.25	3.52
CRYGD	0.84	0.81	3.74	4.69
CRYGN	0.84	0.81	2.49	3.52
CRYGS	8.41	4.87	14.95	17.59
CRYL1	131.18	137.97	362.62	384.59
CRYM	2.52	7.3	623.05	675.37
CRYZ	95.86	90.08	37.38	42.21
CRYZL1	41.2	36.52	73.52	70.35
CS	835.85	867.57	677.88	644.88
CSAD	113.52	124.17	181.93	189.95
CSAG1	51.29	75.48	1.25	3.52
CSDA	1393.37	1305	274.14	245.06
CSDAP1	185.84	185.04	22.43	39.87
CSDC2	6.73	7.3	777.57	825.45
CSDE1	2861.57	3033.64	1614.95	1630.97
CSE1L	844.26	818.06	284.11	300.16
CSF1	172.38	180.17	174.45	206.36
CSF1R	2.52	2.43	236.76	288.44
CSF2	2.52	1.62	1.25	1.17
CSF2RB	33.64	44.64	11.21	14.07
CSF3	2.52	3.25	11.21	4.69
CSF3R	22.7	39.77	48.6	53.94
CSGALNACT1	105.95	100.63	166.98	175.88
CSGALNACT2	53.82	44.64	46.11	65.66
CSK	840.9	785.6	419.94	433.83
CSMD1	22.7	25.16	226.79	221.61
CSMD2	24.39	21.1	186.92	184.09
CSMD3	2.52	4.87	64.8	52.76
CSN1S1	0.84	0.81	2.49	1.17
CSNK1A1	533.97	494.25	482.24	522.94
CSNK1A1L	20.18	23.54	14.95	21.11
CSNK1A1P	15.14	14.61	11.21	17.59
CSNK1D	745.03	692.27	553.27	624.95
CSNK1E	1061.21	1071.27	1186.29	1231.14
CSNK1G1	129.5	149.33	67.29	69.18
CSNK1G2	908.17	900.03	785.04	821.93
CSNK1G3	106.79	107.94	83.49	82.08
CSNK2A1	334.68	312.45	175.7	192.29
CSNK2A1P	130.34	132.29	63.55	49.25
CSNK2A2	240.5	260.51	122.12	141.87
CSNK2B	983.01	953.59	421.18	527.63
CSPG4	1353	1254.69	402.49	390.45
CSPG5	46.25	43.82	589.41	643.71
CSPP1	68.95	75.48	53.58	55.11
CSRNP1	226.2	217.5	215.58	223.95
CSRNP2	184.16	206.14	380.06	347.06
CSRNP3	0.84	0.81	252.96	259.13
CSRP1	741.67	779.11	3304.66	3392.09
CSRP2	66.43	67.36	29.91	38.69
CSRP2BP	76.52	90.9	161.99	166.5
CSRP3	0.84	1.62	1.25	2.35
CST1	6.73	6.49	1.25	1.17
CST2	24.39	31.65	1.25	1.17
CST3	1844.93	1739.19	7505.27	8045.81
CST4	1.68	1.62	1.25	2.35
CST5	1.68	0.81	1.25	1.17
CST6	0.84	0.81	4.98	8.21
CST7	4.2	2.43	4.98	4.69
CST8	1.68	0.81	1.25	1.17
CSTA	4.2	6.49	1.25	2.35
CSTB	959.46	1072.89	323.99	355.27
CSTF1	285.9	304.34	98.44	127.8
CSTF2	190.88	173.68	72.27	73.87
CSTF2T	271.61	286.48	292.83	334.17
CSTF3	136.23	137.97	81	85.59
CT45A5	5.05	3.25	1.25	1.17
CT47B1	0.84	0.81	4.98	8.21
CT62	0.84	0.81	2.49	1.17
CTAG2	4.2	2.43	2.49	1.17
CTAGE1	3.36	4.06	1.25	1.17
CTAGE5	76.52	101.45	43.61	31.66
CTBP1	1381.59	1328.54	2149.53	2347.38
CTBP2	163.13	173.68	220.56	207.54
CTBS	46.25	41.39	18.69	18.76
CTCF	508.74	503.98	342.68	417.42
CTCFL	98.38	100.63	1.25	1.17
CTDP1	278.34	255.64	213.08	200.5
CTDSP1	650.85	663.05	297.82	284.92
CTDSP2	853.51	839.16	922.12	872.35
CTDSPL	271.61	258.89	224.3	222.78
CTDSPL2	141.27	160.69	58.57	71.52
CTF1	12.61	11.36	22.43	26.97
CTGF	852.67	857.02	215.58	245.06
CTH	21.02	35.71	19.94	16.42
CTHRC1	58.86	51.13	6.23	7.04
CTLA4	10.93	5.68	1.25	1.17
CTNNA1	1591.82	1566.33	1065.42	1195.97
CTNNA2	19.34	17.85	711.52	738.69
CTNNA3	1.68	1.62	51.09	59.8
CTNNAL1	222.84	215.88	16.2	30.49
CTNNB1	3110.48	3181.35	1942.67	2069.49
CTNNBIP1	281.7	273.5	581.93	587.43
CTNNBL1	294.31	310.02	157.01	138.36
CTNND1	946.01	994.17	461.06	545.22
CTNND2	79.04	62.49	2362.61	2495.11
CTNS	159.77	141.21	78.5	82.08
CTPS	486.88	465.84	93.46	92.63
CTPS2	126.13	149.33	64.8	68.01
CTR9	244.7	238.6	142.06	157.12
CTRB1	0.84	0.81	1.25	3.52
CTRL	16.82	13.8	24.92	16.42
CTSA	938.44	922.75	553.27	571.02
CTSB	2964.16	2924.89	2504.67	2604.16
CTSC	560.88	619.23	63.55	53.94
CTSD	4281	4195	3821.8	3873.99
CTSE	1.68	4.06	1.25	1.17
CTSF	187.52	219.12	1157.63	1192.45
CTSG	2.52	3.25	1.25	1.17
CTSH	274.97	289.73	155.76	145.39
CTSK	37.84	34.09	28.66	25.8
CTSL1	655.9	655.75	304.05	283.75
CTSL2	82.41	89.27	2.49	2.35
CTSO	23.55	21.1	38.63	46.9
CTSS	68.95	63.3	38.63	31.66
CTSW	3.36	4.06	1.25	4.69
CTSZ	715.6	713.37	596.88	629.64
CTTN	1529.59	1515.2	1116.51	1169
CTTNBP2	33.64	50.32	195.64	181.74
CTTNBP2NL	98.38	104.69	129.59	139.53
CTU1	148.84	122.55	112.15	106.7
CTU2	183.32	175.3	100.93	151.25
CTXN1	247.22	261.33	1695.95	1886.58
CTXN2	0.84	0.81	21.18	23.45
CTXN3	0.84	0.81	31.15	36.35
CUBN	18.5	17.04	8.72	19.93
CUEDC1	133.7	139.59	205.61	212.23
CUEDC2	267.41	233.73	478.5	458.45
CUL1	428.02	402.54	358.88	364.65
CUL2	121.09	121.74	120.87	141.87
CUL3	313.65	331.12	330.22	340.03
CUL4A	548.26	566.48	199.38	209.88
CUL4B	222.84	231.3	173.21	187.6
CUL5	129.5	142.02	127.1	151.25
CUL7	647.49	672.79	383.8	431.49
CUL9	383.45	368.45	519.62	560.46
CUTA	671.04	764.5	543.3	587.43
CUTC	74	76.29	33.64	46.9
CUX1	449.88	421.2	776.32	752.76
CUX2	8.41	12.17	265.42	274.37
CUZD1	4.2	0.81	3.74	2.35
CWC15	113.52	141.21	110.9	96.15
CWC22	76.52	97.39	49.84	45.73
CWC25	97.54	97.39	79.75	89.11
CWC27	97.54	104.69	72.27	59.8
CWF19L1	83.25	107.13	90.97	93.8
CWF19L2	42.04	58.43	39.88	42.21
CX3CL1	172.38	160.69	827.41	846.56
CX3CR1	91.66	112	68.54	68.01
CXADR	55.5	47.07	26.17	26.97
CXADRP2	1.68	3.25	1.25	1.17
CXADRP3	0.84	1.62	1.25	1.17
CXCL1	32.79	24.35	7.48	3.52
CXCL10	0.84	2.43	1.25	1.17
CXCL11	0.84	1.62	1.25	2.35
CXCL12	103.43	103.07	64.8	68.01
CXCL13	0.84	0.81	1.25	2.35
CXCL14	21.86	23.54	216.82	257.95
CXCL16	158.93	172.86	74.77	87.94
CXCL17	0.84	1.62	1.25	1.17
CXCL2	6.73	5.68	6.23	4.69
CXCL3	23.55	19.48	1.25	1.17
CXCL5	2.52	0.81	4.98	7.04
CXCL6	1.68	1.62	3.74	1.17
CXCL9	0.84	2.43	3.74	3.52
CXCR1	0.84	0.81	2.49	5.86
CXCR2	1.68	0.81	2.49	4.69
CXCR2P1	1.68	0.81	1.25	1.17
CXCR3	2.52	5.68	3.74	1.17
CXCR4	299.36	351.41	36.14	46.9
CXCR5	5.05	2.43	1.25	2.35
CXCR6	0.84	1.62	1.25	1.17
CXCR7	101.75	97.39	85.98	64.49
CXXC1	515.47	481.26	576.95	607.36
CXXC4	6.73	3.25	8.72	9.38
CXXC5	359.9	344.92	1025.54	1241.69
CXorf1	0.84	0.81	11.21	15.24
CXorf21	0.84	1.62	2.49	2.35
CXorf23	32.79	31.65	54.83	43.38
CXorf26	59.7	61.68	37.38	34
CXorf27	0.84	2.43	1.25	1.17
CXorf36	0.84	0.81	92.21	86.77
CXorf38	90.82	105.5	53.58	51.59
CXorf40A	35.32	40.58	48.6	48.07
CXorf40B	81.57	77.91	67.29	92.63
CXorf42	3.36	7.3	6.23	3.52
CXorf48	5.89	1.62	1.25	2.35
CXorf56	55.5	65.74	53.58	50.42
CXorf57	17.66	13.8	14.95	32.83
CXorf61	5.05	5.68	1.25	1.17
CXorf64	0.84	0.81	3.74	1.17
CXorf65	5.05	6.49	1.25	1.17
CYB561	386.81	403.35	292.83	289.61
CYB561D1	100.91	107.13	183.18	206.36
CYB561D2	99.23	97.39	62.31	52.76
CYB5A	130.34	125.79	97.2	119.6
CYB5B	534.81	588.39	356.39	329.48
CYB5D1	115.2	135.53	149.53	155.94
CYB5D2	118.57	113.62	209.35	212.23
CYB5R1	150.52	158.26	174.45	175.88
CYB5R2	33.64	25.97	62.31	64.49
CYB5R3	1832.31	1824.41	1312.15	1378.88
CYB5R4	24.39	25.16	29.91	19.93
CYB5RL	63.07	47.88	21.18	21.11
CYBA	1093.17	1029.88	114.64	136.01
CYBASC3	346.45	375.76	129.59	107.87
CYBB	151.36	147.71	42.37	42.21
CYBRD1	163.97	167.18	163.24	174.7
CYC1	1331.14	1230.34	903.42	955.6
CYCS	216.95	265.38	286.6	308.37
CYCSP52	0.84	0.81	1.25	2.35
CYFIP1	656.74	677.66	409.97	437.35
CYFIP2	550.79	536.45	3006.84	3061.44
CYGB	137.91	107.13	264.17	273.2
CYHR1	328.79	300.28	605.61	567.5
CYLD	108.48	117.68	345.17	401
CYMP	1.68	1.62	3.74	1.17
CYP11A1	21.86	20.29	17.45	16.42
CYP17A1	4.2	2.43	4.98	8.21
CYP19A1	13.45	24.35	1.25	1.17
CYP1A1	16.82	19.48	7.48	3.52
CYP1A2	0.84	1.62	1.25	1.17
CYP1B1	93.34	83.59	93.46	85.59
CYP20A1	50.45	57.62	57.32	52.76
CYP21A2	6.73	3.25	7.48	5.86
CYP24A1	95.02	86.03	1.25	4.69
CYP26A1	40.36	33.27	11.21	14.07
CYP26B1	35.32	46.26	604.36	585.09
CYP26C1	0.84	1.62	2.49	2.35
CYP27A1	447.36	447.99	402.49	424.45
CYP27B1	21.86	24.35	3.74	1.17
CYP27C1	18.5	20.29	3.74	3.52
CYP2A6	0.84	0.81	6.23	7.04
CYP2A7	1.68	0.81	3.74	4.69
CYP2B7P1	0.84	2.43	4.98	7.04
CYP2C18	0.84	0.81	1.25	2.35
CYP2C8	2.52	0.81	12.46	9.38
CYP2D6	9.25	5.68	21.18	14.07
CYP2D7P1	14.3	13.8	28.66	16.42
CYP2E1	12.61	21.1	74.77	78.56
CYP2J2	10.93	5.68	69.78	83.25
CYP2R1	33.64	29.22	7.48	12.9
CYP2S1	137.91	173.68	17.45	18.76
CYP2U1	50.45	76.29	102.18	99.66
CYP2W1	64.75	64.11	2.49	3.52
CYP39A1	4.2	5.68	8.72	9.38
CYP3A4	0.84	2.43	2.49	2.35
CYP3A43	2.52	4.87	1.25	3.52
CYP3A5	10.93	10.55	2.49	3.52
CYP3A7	0.84	2.43	1.25	1.17
CYP46A1	1.68	1.62	624.3	648.4
CYP4A11	0.84	0.81	2.49	1.17
CYP4B1	1.68	4.06	1.25	5.86
CYP4F11	30.27	27.59	58.57	43.38
CYP4F12	24.39	19.48	4.98	9.38
CYP4F2	7.57	4.87	1.25	1.17
CYP4F22	2.52	3.25	1.25	1.17
CYP4F3	9.25	14.61	11.21	2.35
CYP4F8	0.84	1.62	1.25	1.17
CYP4V2	33.64	41.39	89.72	102.01
CYP4X1	3.36	4.87	76.01	65.66
CYP4Z1	0.84	0.81	2.49	2.35
CYP4Z2P	0.84	0.81	1.25	2.35
CYP51A1	280.86	292.98	216.82	242.71
CYP7A1	0.84	2.43	1.25	1.17
CYP7B1	5.05	3.25	26.17	25.8
CYP8B1	6.73	8.93	3.74	1.17
CYR61	751.76	805.08	186.92	201.67
CYS1	10.93	8.12	94.7	103.18
CYSLTR1	9.25	12.99	1.25	2.35
CYSLTR2	10.09	12.99	4.98	8.21
CYTH1	282.54	281.61	721.49	735.17
CYTH2	638.24	619.23	452.34	498.32
CYTH3	255.63	250.77	462.3	484.25
CYTH4	31.95	27.59	39.88	43.38
CYTIP	17.66	23.54	7.48	3.52
CYTL1	26.07	18.67	12.46	7.04
CYTSA	422.97	447.99	507.16	528.8
CYTSB	191.72	184.23	385.05	404.52
CYYR1	13.45	20.29	32.4	18.76
CYorf15A	15.98	13.8	12.46	7.04
CYorf15B	26.07	38.14	14.95	11.73
D2HGDH	301.88	267.82	228.04	264.99
D4S234E	50.45	51.13	1289.72	1276.87
DAAM1	85.77	53.56	97.2	89.11
DAAM2	286.75	303.53	1703.42	1613.38
DAB1	9.25	5.68	69.78	60.97
DAB2	273.29	270.25	87.23	75.04
DAB2IP	445.68	398.48	2682.86	2980.54
DACH1	3.36	1.62	29.91	45.73
DACH2	3.36	4.06	21.18	16.42
DACT1	13.45	18.67	214.33	229.81
DACT2	2.52	1.62	43.61	50.42
DACT3	24.39	27.59	743.92	817.24
DAD1	481.83	444.74	261.68	282.58
DAD1L	12.61	9.74	4.98	5.86
DAG1	1068.78	1116.72	649.22	719.92
DAGLA	110.16	122.55	743.92	780.9
DAGLB	221.16	207.76	226.79	232.16
DAK	447.36	447.17	153.27	170.01
DALRD3	141.27	114.43	107.16	106.7
DAND5	4.2	7.3	1.25	4.69
DAO	1.68	1.62	123.36	127.8
DAP	1240.32	1191.38	231.78	249.75
DAP3	435.58	499.11	152.02	160.63
DAPK1	256.47	249.96	432.4	464.32
DAPK2	17.66	30.03	58.57	51.59
DAPK3	510.42	485.32	687.85	742.2
DAPL1	2.52	0.81	1.25	1.17
DAPP1	14.3	13.8	2.49	2.35
DARC	2.52	3.25	306.54	315.41
DARS	374.2	390.36	127.1	130.15
DARS2	254.79	241.85	33.64	42.21
DAXX	578.54	581.08	260.44	304.85
DAZAP1	984.69	993.36	367.6	445.56
DAZAP2	615.54	680.91	756.38	864.14
DBC1	29.43	26.78	781.31	748.07
DBF4	63.91	68.98	9.97	4.69
DBF4B	96.7	96.58	56.07	59.8
DBH	21.02	21.91	27.41	26.97
DBI	292.63	309.21	408.72	378.72
DBN1	1052.8	1029.07	908.41	975.53
DBNDD1	324.59	347.35	655.45	772.69
DBNDD2	10.93	12.99	277.88	348.24
DBNL	700.47	759.63	507.16	537.01
DBP	132.02	122.55	557.01	644.88
DBR1	80.73	80.35	37.38	38.69
DBT	65.59	69.79	129.59	107.87
DBX1	1.68	0.81	1.25	1.17
DBX2	0.84	0.81	7.48	10.55
DCAF10	157.25	159.88	144.55	116.08
DCAF11	526.4	516.16	537.07	616.74
DCAF12	342.24	325.44	102.18	112.56
DCAF12L2	5.05	4.06	27.41	12.9
DCAF13	170.7	182.6	29.91	29.31
DCAF15	445.68	437.44	275.39	264.99
DCAF16	214.43	236.98	120.87	138.36
DCAF17	82.41	98.2	68.54	83.25
DCAF4	83.25	89.27	51.09	60.97
DCAF4L1	5.89	6.49	7.48	10.55
DCAF5	361.59	391.99	382.55	412.73
DCAF6	162.29	159.07	294.08	314.23
DCAF7	1056.17	1138.63	600.62	609.71
DCAF8	628.15	620.85	1010.59	1007.19
DCAF8L1	9.25	8.12	11.21	18.76
DCAF8L2	5.89	8.93	2.49	4.69
DCAKD	301.04	324.63	478.5	477.21
DCBLD1	23.55	31.65	13.71	17.59
DCBLD2	477.63	489.38	117.13	109.04
DCC	0.84	1.62	32.4	57.45
DCDC1	0.84	0.81	2.49	1.17
DCDC2	57.18	67.36	11.21	9.38
DCDC2B	10.09	12.17	12.46	5.86
DCHS1	343.93	319.76	407.48	422.11
DCHS2	14.3	8.93	44.86	34
DCI	475.11	460.97	245.48	243.88
DCK	95.02	97.39	92.21	114.91
DCLK1	68.95	71.42	1146.41	1214.73
DCLK2	58.86	64.93	543.3	531.15
DCLK3	2.52	7.3	17.45	21.11
DCLRE1A	82.41	85.21	58.57	45.73
DCLRE1B	163.13	183.41	66.04	62.14
DCLRE1C	33.64	52.75	24.92	24.62
DCN	191.72	234.54	164.49	178.22
DCP1A	186.68	200.46	175.7	177.05
DCP1B	82.41	91.71	57.32	52.76
DCP2	244.7	256.46	181.93	181.74
DCPS	182.47	214.25	64.8	68.01
DCST1	25.23	27.59	7.48	10.55
DCST2	20.18	17.85	13.71	18.76
DCT	1516.98	1453.52	12.46	7.04
DCTD	388.49	422.83	233.02	220.43
DCTN1	3.36	3.25	154.52	181.74
DCTN2	602.08	634.65	1036.76	977.88
DCTN3	226.2	245.09	448.6	511.22
DCTN4	259.84	255.64	407.48	431.49
DCTN5	449.88	460.97	275.39	268.51
DCTN6	62.23	72.23	102.18	128.98
DCTPP1	381.77	405.78	114.64	165.32
DCUN1D1	42.89	50.32	47.35	65.66
DCUN1D2	111.84	121.74	233.02	261.47
DCUN1D3	42.89	36.52	39.88	43.38
DCUN1D4	126.98	131.47	199.38	148.91
DCUN1D5	199.29	228.05	228.04	221.61
DCX	4.2	4.06	37.38	42.21
DCXR	432.22	388.74	548.28	580.4
DDA1	312.81	295.41	403.74	439.69
DDAH1	140.43	146.08	752.65	820.76
DDAH2	411.2	450.42	218.07	196.98
DDB1	2166.15	2180.69	1358.25	1394.12
DDB2	348.13	325.44	85.98	69.18
DDC	19.34	23.54	1.25	2.35
DDHD1	139.59	136.34	218.07	189.95
DDHD2	185	217.5	457.32	506.53
DDI2	54.66	35.71	26.17	24.62
DDIT3	100.07	100.63	163.24	155.94
DDIT4	2622.76	2538.59	770.09	805.52
DDIT4L	1.68	2.43	18.69	28.14
DDN	42.04	56	1982.55	2051.9
DDO	11.77	13.8	17.45	12.9
DDOST	1815.5	1803.31	461.06	439.69
DDR1	998.14	1015.27	1975.07	2107.01
DDR2	72.32	66.55	43.61	50.42
DDRGK1	363.27	358.71	453.58	454.94
DDTL	24.39	19.48	14.95	14.07
DDX1	389.34	448.8	312.77	348.24
DDX10	110.16	140.4	77.26	65.66
DDX11	261.52	262.14	38.63	57.45
DDX11L2	16.82	9.74	9.97	9.38
DDX12	75.68	81.16	3.74	3.52
DDX17	2331.81	2418.47	2680.37	2829.28
DDX18	276.65	288.92	118.38	133.67
DDX19A	296	300.28	173.21	173.53
DDX19B	70.64	94.14	49.84	36.35
DDX20	95.86	86.03	41.12	37.52
DDX21	694.58	736.9	115.89	109.04
DDX23	787.08	778.29	510.9	527.63
DDX24	748.4	794.53	1729.59	1797.47
DDX25	10.93	9.74	81	103.18
DDX26B	50.45	46.26	63.55	68.01
DDX27	443.15	447.99	178.19	198.16
DDX28	151.36	141.21	73.52	64.49
DDX31	117.73	125.79	73.52	56.28
DDX39	779.51	815.63	178.19	161.81
DDX3X	985.53	1007.16	705.29	731.65
DDX3Y	195.93	193.15	223.05	252.09
DDX4	0.84	0.81	1.25	2.35
DDX41	760.17	747.45	525.86	549.91
DDX42	1001.51	1007.97	785.04	805.52
DDX43	5.89	6.49	4.98	3.52
DDX46	407.83	474.77	234.27	208.71
DDX47	285.9	277.56	134.58	130.15
DDX49	355.7	317.32	231.78	260.3
DDX5	2129.15	2186.37	1840.49	1836.16
DDX50	137.07	154.2	77.26	80.9
DDX51	317.02	296.22	284.11	332.99
DDX52	111	111.18	31.15	45.73
DDX53	3.36	4.87	1.25	1.17
DDX54	847.62	877.31	285.36	320.1
DDX55	185.84	169.62	52.34	53.94
DDX56	525.56	512.1	346.42	325.96
DDX58	29.43	32.46	36.14	23.45
DDX59	80.73	83.59	43.61	44.56
DDX6	531.45	563.23	823.67	868.83
DDX60	21.02	30.03	13.71	23.45
DDX60L	31.11	33.27	8.72	11.73
DEAF1	485.2	486.13	1373.2	1450.4
DECR1	105.95	99.82	57.32	43.38
DECR2	248.91	232.11	99.69	121.94
DEDD	151.36	153.39	166.98	145.39
DEDD2	185	193.15	315.26	335.34
DEF6	194.25	211.01	43.61	23.45
DEF8	364.95	387.12	867.29	816.07
DEFB1	3.36	2.43	8.72	1.17
