Feature.ID	UHR_1	UHR_2	brain_1	brain_2
SPACA3	1.68	0.81	1.25	1.17
SPACA4	1.68	2.43	1.25	1.17
SPAG1	31.11	30.84	27.41	29.31
SPAG16	33.64	50.32	98.44	107.87
SPAG17	1.68	4.06	2.49	1.17
SPAG4	122.77	125.79	13.71	15.24
SPAG5	614.7	607.05	67.29	62.14
SPAG6	0.84	0.81	9.97	9.38
SPAG7	190.04	214.25	224.3	254.44
SPAG8	2.52	4.06	28.66	31.66
SPAG9	488.56	475.58	985.67	975.53
SPANXC	0.84	1.62	1.25	1.17
SPANXE	3.36	2.43	1.25	1.17
SPARC	3545.22	3829.79	2503.42	2539.67
SPARCL1	4.2	5.68	5204.97	5196.59
SPAST	52.98	73.04	102.18	99.66
SPATA1	5.05	1.62	1.25	2.35
SPATA12	1.68	4.87	1.25	2.35
SPATA13	202.66	165.56	320.25	356.44
SPATA17	0.84	7.3	3.74	1.17
SPATA18	21.02	13.8	9.97	5.86
SPATA2	186.68	185.85	549.53	633.16
SPATA20	465.86	495.06	613.08	614.4
SPATA21	2.52	3.25	2.49	7.04
SPATA24	9.25	7.3	2.49	10.55
SPATA2L	122.77	144.46	128.35	158.29
SPATA4	0.84	0.81	3.74	4.69
SPATA5	45.41	56	31.15	28.14
SPATA5L1	98.38	86.84	62.31	56.28
SPATA6	12.61	17.04	36.14	34
SPATA7	22.7	17.85	52.34	59.8
SPATA9	1.68	2.43	1.25	1.17
SPATC1	10.93	5.68	11.21	14.07
SPATS1	3.36	1.62	1.25	1.17
SPATS2	226.2	219.12	148.29	150.08
SPATS2L	396.9	365.21	292.83	309.54
SPC24	116.88	104.69	3.74	2.35
SPC25	48.77	39.77	1.25	1.17
SPCS1	394.38	422.83	215.58	241.54
SPCS2	89.98	86.84	81	107.87
SPCS3	339.72	344.92	233.02	241.54
SPDEF	74.84	71.42	18.69	17.59
SPDYA	0.84	0.81	2.49	3.52
SPDYC	15.98	8.93	1.25	1.17
SPDYE1	4.2	2.43	2.49	2.35
SPDYE3	9.25	3.25	16.2	8.21
SPDYE4	0.84	1.62	1.25	1.17
SPDYE5	0.84	0.81	1.25	2.35
SPDYE6	1.68	1.62	1.25	1.17
SPDYE7P	1.68	1.62	1.25	1.17
SPEF1	6.73	6.49	63.55	66.83
SPEF2	7.57	2.43	11.21	16.42
SPEG	240.5	235.35	919.62	983.74
SPEM1	1.68	0.81	1.25	1.17
SPEN	1119.23	1087.5	1185.04	1241.69
SPERT	3.36	0.81	1.25	1.17
SPESP1	6.73	4.87	4.98	3.52
SPG11	274.13	259.7	209.35	249.75
SPG20	158.09	150.14	277.88	315.41
SPG21	424.65	428.51	191.9	201.67
SPG7	721.49	693.08	768.85	780.9
SPHAR	2.52	4.06	9.97	17.59
SPHK1	389.34	460.97	52.34	51.59
SPHK2	174.07	159.88	609.34	568.67
SPHKAP	0.84	1.62	561.99	559.29
SPI1	48.77	34.09	100.93	69.18
SPIB	7.57	3.25	1.25	1.17
SPIN1	411.2	422.83	776.32	810.21
SPIN2A	0.84	0.81	1.25	5.86
SPIN2B	15.98	16.23	19.94	37.52
SPIN3	67.27	60.06	143.3	174.7
SPIN4	100.91	92.52	9.97	19.93
SPINK1	2.52	1.62	1.25	2.35
SPINK13	1.68	0.81	1.25	1.17
SPINK2	0.84	1.62	1.25	1.17
SPINK4	0.84	1.62	1.25	1.17
SPINK5	14.3	15.42	1.25	1.17
SPINK6	0.84	0.81	3.74	3.52
SPINT1	143.79	142.84	51.09	50.42
SPINT2	525.56	523.46	650.47	634.33
SPIRE1	181.63	200.46	633.02	609.71
SPIRE2	218.63	223.99	267.91	273.2
SPN	226.2	222.37	11.21	16.42
SPNS1	625.63	563.23	239.25	287.27
SPNS2	21.02	25.16	635.51	651.92
SPNS3	33.64	21.91	13.71	3.52
SPOCD1	46.25	38.96	11.21	8.21
SPOCK1	318.7	301.9	2869.77	3018.06
SPOCK2	110.16	145.27	8657.92	9112.8
SPOCK3	2.52	3.25	437.38	398.66
SPON1	32.79	31.65	297.82	316.58
SPON2	109.32	132.29	138.32	154.77
SPOP	239.66	207.76	327.72	379.9
SPOPL	68.95	72.23	98.44	104.35
SPP1	734.94	792.09	1612.46	1573.52
SPPL2A	74	68.98	27.41	28.14
SPPL2B	546.58	525.08	603.11	553.43
SPPL3	237.13	232.11	396.26	406.86
SPR	234.61	215.07	76.01	66.83
SPRED1	153.88	141.21	230.53	256.78
SPRED2	332.15	321.38	336.45	340.03
SPRED3	5.89	9.74	23.68	38.69
SPRN	81.57	80.35	427.41	431.49
SPRR1A	1.68	0.81	1.25	1.17
SPRR1B	1.68	0.81	1.25	1.17
SPRR2D	0.84	2.43	1.25	1.17
SPRR2F	1.68	0.81	1.25	1.17
SPRR3	1.68	0.81	1.25	1.17
SPRY1	91.66	94.14	26.17	48.07
SPRY2	248.06	276.74	422.43	467.83
SPRY4	357.38	373.32	199.38	193.47
SPRYD3	295.15	280.8	2451.08	2455.25
SPRYD4	87.45	96.58	41.12	49.25
SPRYD5	4.2	2.43	1.25	1.17
SPSB1	154.72	170.43	130.84	117.25
SPSB2	81.57	62.49	49.84	56.28
SPSB3	391.86	358.71	785.04	845.38
SPSB4	31.95	34.09	23.68	18.76
SPTA1	87.45	92.52	1.25	1.17
SPTAN1	2005.54	2059.76	8705.27	9010.79
SPTB	177.43	175.3	2032.39	2143.36
SPTBN1	2811.96	2851.85	7894.06	7927.38
SPTBN2	916.58	912.2	4270.39	4611.51
SPTBN4	18.5	19.48	2220.55	2255.92
SPTBN5	15.14	14.61	281.62	276.71
SPTLC1	190.04	216.69	165.73	162.98
SPTLC2	171.54	182.6	337.69	325.96
SPTLC3	78.2	68.98	7.48	12.9
SPTY2D1	125.29	112	73.52	62.14
SQLE	542.38	546.19	190.65	218.09
SQRDL	73.16	61.68	26.17	26.97
SQSTM1	1897.9	1994.02	2367.59	2481.04
SR140	332.15	353.03	176.95	211.05
SRA1	185.84	174.49	225.54	172.36
SRBD1	68.11	79.53	16.2	15.24
SRC	391.02	410.65	335.2	368.17
SRCAP	1605.27	1577.69	1471.65	1475.03
SRCIN1	43.73	47.07	2188.16	2257.09
SRCRB4D	50.45	43.01	11.21	21.11
SRD5A1	145.48	136.34	119.63	97.32
SRD5A1P1	15.14	6.49	9.97	5.86
SRD5A2	0.84	0.81	1.25	2.35
SRD5A3	111	100.63	82.24	65.66
SREBF1	1306.75	1286.34	780.06	947.39
SREBF2	1903.79	1807.36	2948.28	3177.52
SRF	652.54	613.55	529.59	599.16
SRFBP1	33.64	34.9	17.45	12.9
SRGAP1	104.27	109.56	78.5	105.53
SRGAP2	356.54	344.92	1312.15	1307.36
SRGAP3	30.27	34.9	1116.51	1159.62
SRGN	25.23	17.04	22.43	19.93
SRI	173.22	191.53	351.4	298.99
SRL	1.68	0.81	26.17	34
SRM	1365.62	1345.58	444.86	460.8
SRMS	3.36	3.25	1.25	4.69
SRP14	459.13	477.2	584.42	621.43
SRP19	104.27	78.72	53.58	46.9
SRP54	237.13	224.8	120.87	140.7
SRP68	637.4	625.72	504.67	537.01
SRP72	382.61	360.34	183.18	164.15
SRP9	121.09	124.17	107.16	126.63
SRPK2	189.2	209.38	548.28	540.53
SRPK3	6.73	17.04	54.83	48.07
SRPR	1258.82	1274.97	561.99	585.09
SRPRB	307.77	314.89	161.99	172.36
SRPX	206.02	203.7	66.04	71.52
SRPX2	19.34	21.1	6.23	4.69
SRR	22.7	30.84	32.4	12.9
SRRD	68.11	68.98	64.8	60.97
SRRM1	349.81	365.21	267.91	307.2
SRRM2	7341.03	7219.72	5744.53	5976.31
SRRM3	91.66	88.46	1039.25	1034.16
SRRM4	3.36	3.25	947.04	998.98
SRRM5	9.25	7.3	8.72	18.76
SRRT	1091.48	1100.49	635.51	660.13
SRSF10	8.41	9.74	3.74	8.21
SRXN1	410.36	401.73	321.49	350.58
SRY	0.84	1.62	1.25	1.17
SS18	304.4	294.6	149.53	157.12
SS18L1	300.2	335.99	433.64	431.49
SS18L2	61.39	82.78	74.77	76.21
SSB	226.2	210.2	90.97	93.8
SSBP1	190.04	186.66	57.32	80.9
SSBP2	108.48	109.56	145.79	161.81
SSBP3	181.63	185.04	348.91	437.35
SSBP4	285.06	251.59	306.54	286.09
SSC5D	37	46.26	78.5	79.73
SSFA2	512.95	500.74	548.28	568.67
SSH1	468.38	487.75	514.64	514.73
SSH2	191.72	214.25	252.96	242.71
SSH3	274.13	281.61	327.72	350.58
SSNA1	355.7	367.64	373.83	357.62
SSPN	17.66	25.97	112.15	100.84
SSPO	61.39	56	332.71	332.99
SSR1	768.58	732.04	332.71	389.28
SSR2	841.74	818.06	309.03	293.13
SSR3	624.79	667.11	204.36	192.29
SSR4	951.05	861.89	254.2	253.26
SSRP1	1918.93	1951.01	542.05	612.05
SSSCA1	192.57	170.43	122.12	131.32
SST	0.84	0.81	152.02	132.49
SSTR1	59.7	52.75	161.99	140.7
SSTR2	5.89	4.06	216.82	206.36
SSTR3	26.07	21.91	64.8	82.08
SSTR4	0.84	0.81	12.46	10.55
SSTR5	40.36	30.03	2.49	1.17
SSU72	635.72	641.14	669.16	695.3
SSX1	7.57	2.43	1.25	1.17
SSX2IP	120.25	133.91	261.68	277.89
SSX5	1.68	0.81	1.25	1.17
SSX6	1.68	0.81	1.25	1.17
ST13	237.97	231.3	218.07	211.05
ST14	276.65	314.89	23.68	35.18
ST18	0.84	0.81	347.66	388.1
ST20	10.09	8.12	7.48	4.69
ST3GAL1	428.86	396.05	216.82	186.43
ST3GAL2	487.72	447.99	362.62	348.24
ST3GAL3	126.13	144.46	363.86	335.34
ST3GAL4	420.45	439.87	194.39	189.95
ST3GAL5	109.32	120.92	309.03	330.65
ST3GAL6	68.95	64.11	37.38	55.11
ST5	205.18	199.65	388.78	374.03
ST6GAL1	565.92	625.72	269.16	309.54
ST6GAL2	4.2	14.61	54.83	63.32
ST6GALNAC1	55.5	46.26	18.69	11.73
ST6GALNAC2	200.13	190.72	13.71	10.55
ST6GALNAC3	52.98	46.26	44.86	37.52
ST6GALNAC4	303.56	263.76	138.32	154.77
ST6GALNAC5	9.25	11.36	64.8	76.21
ST6GALNAC6	239.66	269.44	1447.97	1437.5
ST7	139.59	116.87	103.43	98.49
ST7L	60.54	54.38	56.07	65.66
ST7OT1	17.66	11.36	11.21	17.59
ST7OT2	0.84	1.62	1.25	1.17
ST7OT3	0.84	1.62	3.74	2.35
ST7OT4	3.36	1.62	1.25	3.52
ST8SIA1	31.11	25.16	226.79	222.78
ST8SIA2	28.59	21.1	18.69	19.93
ST8SIA3	4.2	4.06	715.26	770.34
ST8SIA4	53.82	48.69	19.94	22.28
ST8SIA5	6.73	4.87	247.97	291.96
ST8SIA6	8.41	8.12	7.48	7.04
STAB1	6.73	8.93	199.38	221.61
STAB2	5.05	5.68	4.98	3.52
STAC	23.55	32.46	38.63	36.35
STAC2	14.3	11.36	816.2	749.24
STAC3	15.98	20.29	11.21	17.59
STAG1	131.18	142.02	98.44	126.63
STAG2	413.72	432.57	255.45	272.02
STAG3	34.48	44.64	31.15	41.04
STAG3L1	1.68	1.62	2.49	1.17
STAG3L2	7.57	4.06	8.72	5.86
STAG3L3	6.73	4.06	2.49	8.21
STAG3L4	63.07	61.68	34.89	28.14
STAM	137.91	150.14	225.54	185.26
STAM2	60.54	78.72	99.69	93.8
STAMBP	158.93	152.57	143.3	170.01
STAMBPL1	97.54	93.33	90.97	72.7
STAP1	1.68	0.81	1.25	1.17
STAP2	125.29	118.49	13.71	17.59
STAR	73.16	95.77	42.37	41.04
STARD10	427.18	407.41	333.96	358.79
STARD13	80.73	83.59	208.1	182.91
STARD3	386.81	353.03	373.83	374.03
STARD3NL	106.79	76.29	97.2	92.63
STARD4	70.64	83.59	59.81	53.94
STARD5	26.07	38.96	56.07	60.97
STARD6	1.68	0.81	1.25	1.17
STARD7	1037.67	1014.46	897.19	938.01
STARD8	125.29	137.16	79.75	100.84
STARD9	179.11	202.08	387.54	402.17
STAT1	340.56	305.96	281.62	316.58
STAT2	285.06	312.45	482.24	478.39
STAT3	884.62	891.1	821.18	776.21
STAT4	4.2	2.43	44.86	48.07
STAT5A	1141.1	1179.21	107.16	99.66
STAT5B	746.72	818.06	841.12	772.69
STAT6	704.67	718.24	260.44	281.4
STAU1	977.96	1003.91	645.48	594.47
STAU2	102.59	97.39	269.16	294.3
STBD1	99.23	94.95	59.81	53.94
STC1	170.7	206.95	24.92	24.62
STC2	1464	1434.85	31.15	43.38
STEAP1	20.18	25.97	2.49	2.35
STEAP2	26.91	17.04	173.21	211.05
STEAP3	504.54	542.13	123.36	99.66
STEAP4	31.95	28.4	12.46	12.9
STH	0.84	0.81	6.23	7.04
STIL	139.59	169.62	11.21	10.55
STIM1	394.38	406.6	709.03	782.07
STIM2	95.02	110.37	161.99	182.91
STIP1	1809.61	1784.64	924.61	974.36
STK10	256.47	246.72	348.91	377.55
STK11	616.38	588.39	1009.34	1058.78
STK11IP	163.13	169.62	247.97	267.33
STK16	158.93	166.37	220.56	240.37
STK17A	174.91	152.57	72.27	73.87
STK17B	100.07	92.52	46.11	29.31
STK19	69.79	63.3	59.81	84.42
STK24	591.99	598.13	402.49	422.11
STK25	821.56	814.82	1061.68	1104.51
STK3	63.07	70.61	23.68	15.24
STK31	1.68	0.81	2.49	4.69
STK32A	15.14	16.23	14.95	15.24
STK32B	52.98	49.51	23.68	23.45
STK32C	82.41	65.74	390.03	390.45
STK33	5.05	7.3	12.46	12.9
STK35	468.38	491	438.63	427.97
STK36	196.77	195.59	165.73	180.57
STK38	254.79	279.99	87.23	69.18
STK38L	59.7	82.78	74.77	59.8
STK39	147.16	146.08	320.25	379.9
STK4	250.59	254.02	158.25	162.98
STK40	549.95	556.74	402.49	404.52
STL	9.25	12.17	6.23	4.69
STMN1	1110.82	1150.8	1517.75	1448.06
STMN2	1.68	0.81	988.16	1045.88
STMN3	468.38	451.23	2737.69	2681.54
STMN4	1.68	1.62	1482.86	1559.45
STOM	464.17	517.78	478.5	520.6
STOML1	95.86	77.91	421.18	413.9
STOML2	747.56	763.69	274.14	280.23
STOML3	3.36	1.62	1.25	1.17
STON1	24.39	26.78	28.66	34
STON1-GTF2A1L	0.84	0.81	3.74	3.52
STON2	30.27	20.29	37.38	42.21
STOX1	15.98	19.48	66.04	64.49
STOX2	17.66	16.23	234.27	295.47
STRA13	361.59	395.23	252.96	242.71
STRA6	89.14	71.42	4.98	3.52
STRA8	0.84	0.81	2.49	2.35
STRADA	253.95	247.53	319	349.41
STRADB	55.5	58.43	26.17	29.31
STRAP	758.49	752.32	478.5	503.01
STRBP	233.77	233.73	161.99	177.05
STRC	1.68	0.81	16.2	11.73
STRN	84.93	76.29	107.16	102.01
STRN3	136.23	122.55	120.87	126.63
STRN4	816.51	814	685.36	783.24
STS	332.15	316.51	200.62	220.43
STT3A	929.19	983.62	210.59	195.81
STT3B	512.11	488.56	142.06	144.22
STUB1	351.49	389.55	660.43	600.33
STX10	178.27	212.63	104.67	148.91
STX11	10.93	6.49	3.74	10.55
STX12	80.73	103.07	361.37	340.03
STX16	941.8	957.65	752.65	809.04
STX17	146.32	156.63	118.38	111.39
STX18	114.36	115.24	107.16	99.66
STX19	0.84	1.62	2.49	2.35
STX1A	145.48	160.69	1668.53	1657.94
STX1B	73.16	84.4	5167.59	5413.51
STX2	167.34	184.23	81	104.35
STX3	259	255.64	125.86	116.08
STX4	254.79	254.02	257.94	255.61
STX5	279.18	277.56	307.79	287.27
STX6	328.79	318.13	388.78	418.59
STX7	143.79	155.01	381.31	355.27
STX8	71.48	64.11	71.03	87.94
STXBP1	1102.42	1109.41	8768.82	9036.58
STXBP2	306.09	357.9	37.38	26.97
STXBP3	85.77	77.91	98.44	110.22
STXBP4	33.64	38.96	11.21	12.9
STXBP5	169.02	157.44	287.85	283.75
STXBP5L	15.14	10.55	469.78	425.62
STXBP6	25.23	18.67	82.24	65.66
STYK1	4.2	8.93	28.66	31.66
STYX	74.84	86.03	28.66	34
STYXL1	137.91	150.14	77.26	69.18
SUB1	278.34	276.74	191.9	212.23
SUCLA2	95.02	94.14	233.02	226.3
SUCLG1	269.93	279.99	238.01	253.26
SUCLG2	113.52	141.21	27.41	28.14
SUCNR1	1.68	1.62	1.25	1.17
SUDS3	244.7	259.7	175.7	178.22
SUFU	187.52	154.2	195.64	172.36
SUGT1	84.09	86.03	62.31	55.11
SUGT1L1	5.89	4.06	36.14	36.35
SUGT1P1	13.45	5.68	8.72	5.86
SULF1	75.68	63.3	68.54	87.94
SULF2	1009.92	964.14	352.65	368.17
SULT1A1	69.79	68.17	114.64	124.29
SULT1A2	18.5	12.99	11.21	7.04
SULT1B1	0.84	0.81	2.49	1.17
SULT1C2	16.82	19.48	2.49	2.35
SULT1C4	5.05	3.25	12.46	17.59
SULT2A1	56.34	53.56	1.25	1.17
SULT2B1	21.02	31.65	8.72	10.55
SULT4A1	25.23	15.42	1905.29	2027.28
SUMF1	119.41	120.92	61.06	56.28
SUMF2	799.69	780.73	341.43	332.99
SUMO1	101.75	95.77	89.72	87.94
SUMO1P1	0.84	0.81	2.49	1.17
SUMO1P3	10.09	10.55	7.48	11.73
SUMO2	167.34	150.14	103.43	106.7
SUMO3	922.46	903.28	743.92	715.23
SUN1	671.04	691.46	767.6	824.28
SUN2	1031.78	1013.65	2917.13	2989.92
SUN3	2.52	0.81	1.25	1.17
SUOX	141.27	121.74	165.73	160.63
SUPT16H	866.12	874.06	416.2	473.7
SUPT3H	51.29	62.49	31.15	26.97
SUPT4H1	288.43	300.28	228.04	270.85
SUPT5H	1062.89	1119.96	1671.02	1769.33
SUPT6H	1205	1250.63	1269.78	1231.14
SUPT7L	311.97	313.27	371.34	349.41
SUPV3L1	154.72	149.33	92.21	85.59
SURF1	161.45	142.02	143.3	117.25
SURF2	140.43	170.43	169.47	140.7
SURF4	2207.35	2282.94	733.95	709.37
SURF6	433.06	414.71	336.45	375.21
SUSD1	78.2	75.48	51.09	50.42
SUSD2	47.93	42.2	57.32	52.76
SUSD3	32.79	35.71	11.21	15.24
SUSD4	26.91	25.97	292.83	288.44
SUSD5	5.89	9.74	100.93	99.66
SUV39H1	256.47	258.08	105.92	111.39
SUV39H2	0.84	4.06	3.74	2.35
SUV420H1	188.36	217.5	183.18	185.26
SUV420H2	266.56	263.76	142.06	141.87
SUZ12	169.86	182.6	72.27	73.87
SUZ12P	24.39	23.54	11.21	4.69
SV2A	304.4	279.18	3682.23	3862.27
SV2B	5.05	4.87	2225.54	2322.75
SV2C	0.84	1.62	26.17	23.45
SVEP1	79.89	68.98	179.44	192.29
SVIL	327.11	319.76	82.24	93.8
SVIP	37.84	39.77	61.06	77.39
SVOP	1.68	7.3	771.34	792.62
SVOPL	1.68	1.62	4.98	2.35
SWAP70	229.56	207.76	107.16	118.42
SYAP1	226.2	237.79	120.87	130.15
SYBU	41.2	40.58	1148.91	1145.55
SYCE1	2.52	2.43	92.21	83.25
SYCE1L	5.05	7.3	11.21	14.07
SYCE2	21.86	11.36	8.72	5.86
SYCP2	30.27	34.09	9.97	9.38
SYCP2L	14.3	17.04	4.98	9.38
SYCP3	2.52	0.81	2.49	3.52
SYDE1	734.1	725.54	74.77	62.14
SYDE2	29.43	30.84	2.49	5.86
SYF2	133.7	121.74	118.38	102.01
SYK	57.18	59.24	26.17	28.14
SYMPK	829.96	828.61	843.61	819.59
SYN1	29.43	34.09	4667.9	4701.79
SYN2	8.41	12.99	2198.12	2390.76
SYN3	7.57	4.87	92.21	89.11
SYNC	47.09	42.2	9.97	17.59
SYNCRIP	787.92	756.38	332.71	363.48
SYNE1	100.91	107.13	2594.38	2646.37
SYNE2	443.15	449.61	352.65	347.06
SYNGAP1	418.77	427.7	1087.85	1152.58
SYNGR1	317.86	305.96	5819.3	6138.12
SYNGR2	630.67	588.39	320.25	324.79
SYNGR3	121.09	124.98	1415.57	1472.68
SYNGR4	1.68	0.81	7.48	10.55
SYNJ1	113.52	132.29	691.59	705.85
SYNJ2	383.45	422.83	702.8	803.17
SYNJ2BP	174.07	174.49	158.25	160.63
SYNM	389.34	392.8	1295.95	1390.6
SYNPO	193.41	184.23	2641.74	2802.31
SYNPO2	5.89	5.68	213.08	240.37
SYNPO2L	3.36	4.06	3.74	1.17
SYNPR	0.84	0.81	598.13	600.33
SYNRG	225.36	208.57	266.67	306.03
SYP	46.25	47.88	7288.45	7446.65
SYPL1	276.65	298.66	147.04	155.94
SYPL2	7.57	7.3	16.2	14.07
SYS1	137.91	150.14	118.38	134.84
SYT1	26.91	27.59	4342.67	4456.73
SYT10	10.09	6.49	7.48	5.86
SYT11	61.39	62.49	3874.13	3910.34
SYT12	49.61	64.11	1010.59	1070.51
SYT13	13.45	18.67	849.84	1004.85
SYT14	4.2	6.49	32.4	21.11
SYT14L	0.84	1.62	3.74	2.35
SYT15	11.77	10.55	90.97	110.22
SYT16	1.68	0.81	38.63	41.04
SYT17	15.98	23.54	62.31	90.28
SYT2	42.04	36.52	1674.76	1647.39
SYT3	14.3	17.85	352.65	398.66
SYT4	1.68	0.81	892.21	904.01
SYT5	13.45	9.74	760.12	759.79
SYT6	44.57	44.64	32.4	36.35
SYT7	196.77	178.55	1803.11	1799.81
SYT8	8.41	5.68	1.25	2.35
SYT9	2.52	1.62	153.27	170.01
SYTL1	179.11	158.26	142.06	170.01
SYTL2	190.04	193.15	178.19	201.67
SYTL3	9.25	4.06	8.72	7.04
SYTL4	47.93	51.13	42.37	41.04
SYTL5	63.91	61.68	11.21	19.93
SYVN1	619.74	601.37	494.7	551.08
T	0.84	1.62	1.25	1.17
TAB1	277.5	273.5	462.3	445.56
TAB2	303.56	314.08	249.22	255.61
TAB3	165.66	171.24	170.72	131.32
TAC1	0.84	0.81	32.4	29.31
TAC3	11.77	12.17	23.68	25.8
TAC4	0.84	2.43	2.49	3.52
TACC1	411.2	444.74	1040.5	929.81
TACC2	127.82	134.72	305.3	320.1
TACC3	752.6	740.96	24.92	38.69
TACO1	209.38	225.62	117.13	150.08
TACR1	2.52	1.62	14.95	16.42
TACR2	2.52	3.25	13.71	9.38
TACR3	0.84	0.81	1.25	2.35
TACSTD2	347.29	279.18	2.49	3.52
TADA1	77.36	74.66	79.75	72.7
TADA2A	53.82	46.26	57.32	65.66
TADA2B	174.07	170.43	275.39	262.64
TADA3	558.36	573.78	490.96	511.22
TAF1	247.22	260.51	128.35	148.91
TAF10	486.04	480.45	287.85	293.13
TAF11	136.23	149.33	88.47	90.28
TAF12	89.14	74.66	46.11	46.9
TAF13	23.55	34.9	49.84	53.94
TAF15	1416.07	1463.26	1160.12	1232.31
TAF1A	20.18	22.72	7.48	10.55
TAF1B	41.2	31.65	14.95	23.45
TAF1C	725.69	730.41	468.53	430.31
TAF1D	164.82	154.2	71.03	76.21
TAF1L	33.64	32.46	14.95	21.11
TAF2	138.75	176.92	69.78	70.35
TAF3	59.7	70.61	88.47	80.9
TAF4	299.36	287.3	138.32	143.05
TAF4B	68.11	67.36	47.35	58.63
TAF5	61.39	49.51	36.14	34
TAF5L	206.86	202.08	120.87	147.74
TAF6	827.44	816.44	682.86	777.38
TAF6L	185	159.07	161.99	184.09
TAF7	398.58	400.1	462.3	492.46
TAF7L	0.84	0.81	2.49	2.35
TAF8	128.66	126.6	88.47	82.08
TAF9	302.72	269.44	145.79	145.39
TAF9B	136.23	125.79	120.87	110.22
TAG	7.57	5.68	1.25	1.17
TAGAP	8.41	12.99	13.71	9.38
TAGLN	296.84	272.69	630.53	596.81
TAGLN2	1877.72	2066.25	310.28	313.06
TAGLN3	8.41	12.99	2132.08	2036.66
TAL1	101.75	132.29	24.92	23.45
TAL2	0.84	1.62	2.49	1.17
TALDO1	949.37	916.26	554.52	593.29
TANC1	245.54	257.27	286.6	273.2
TANC2	381.77	407.41	594.39	642.54
TANK	65.59	68.98	73.52	62.14
TAOK1	119.41	128.23	166.98	186.43
TAOK2	744.19	801.02	1348.28	1449.23
TAOK3	154.72	175.3	311.53	300.16
TAP1	308.61	313.27	236.76	245.06
TAP2	487.72	518.59	262.93	280.23
TAPBP	1554.82	1611.78	915.89	959.12
TAPBPL	109.32	88.46	58.57	58.63
TAPT1	78.2	88.46	228.04	223.95
TARBP1	278.34	285.67	175.7	178.22
TARBP2	259.84	219.12	149.53	179.39
TARDBP	695.42	745.02	490.96	574.53
TARP	0.84	0.81	3.74	1.17
TARS	729.9	730.41	149.53	171.19
TARS2	243.02	250.77	176.95	178.22
TARSL2	52.98	48.69	199.38	243.88
TAS1R1	2.52	4.06	1.25	2.35
TAS1R3	8.41	8.12	18.69	7.04
TAS2R1	1.68	0.81	1.25	1.17
TAS2R10	0.84	1.62	2.49	1.17
TAS2R14	2.52	2.43	3.74	3.52
TAS2R19	0.84	1.62	2.49	1.17
TAS2R20	12.61	7.3	4.98	7.04
TAS2R3	1.68	1.62	4.98	1.17
TAS2R30	0.84	1.62	1.25	2.35
TAS2R31	1.68	1.62	1.25	3.52
TAS2R38	0.84	1.62	1.25	1.17
TAS2R39	0.84	0.81	2.49	1.17
TAS2R4	4.2	2.43	2.49	7.04
TAS2R41	0.84	0.81	2.49	1.17
TAS2R43	0.84	0.81	2.49	1.17
TAS2R46	1.68	1.62	1.25	1.17
TAS2R5	9.25	11.36	4.98	3.52
TAS2R50	1.68	0.81	1.25	1.17
TAS2R60	0.84	3.25	2.49	1.17
TAS2R8	0.84	0.81	1.25	2.35
TASP1	37	45.45	32.4	45.73
TAT	5.89	3.25	1.25	1.17
TATDN1	22.7	17.85	7.48	14.07
TATDN2	474.27	498.3	482.24	537.01
TATDN3	42.89	45.45	68.54	60.97
TAX1BP1	406.15	425.26	431.15	440.87
TAX1BP3	357.38	341.67	183.18	188.78
TAZ	227.04	234.54	170.72	185.26
TBC1D1	318.7	337.61	240.5	263.82
TBC1D10A	156.41	135.53	147.04	116.08
TBC1D10B	639.08	620.04	914.64	957.95
TBC1D10C	75.68	68.17	17.45	17.59
TBC1D12	49.61	39.77	219.31	239.19
TBC1D13	290.11	344.92	391.28	430.31
TBC1D14	219.47	208.57	203.11	202.85
TBC1D15	114.36	100.63	112.15	125.46
TBC1D16	459.97	446.36	294.08	306.03
TBC1D17	279.18	254.83	868.53	828.97
TBC1D19	15.14	10.55	11.21	26.97
TBC1D2	80.73	85.21	119.63	117.25
TBC1D20	322.9	342.48	467.29	442.04
TBC1D21	1.68	0.81	1.25	1.17
TBC1D22A	131.18	159.88	124.61	130.15
TBC1D22B	119.41	133.1	108.41	90.28
TBC1D23	100.07	94.95	68.54	87.94
TBC1D24	155.57	191.53	533.33	569.84
TBC1D25	162.29	177.73	287.85	317.75
TBC1D26	5.89	4.06	4.98	9.38
TBC1D2B	197.61	176.92	164.49	148.91
TBC1D3P2	0.84	2.43	3.74	2.35
TBC1D4	358.22	360.34	169.47	167.67
TBC1D5	361.59	388.74	514.64	566.33
TBC1D7	280.86	271.06	84.73	59.8
TBC1D8	208.54	176.11	135.83	138.36
TBC1D8B	28.59	18.67	22.43	8.21
TBC1D9	308.61	323	733.95	782.07
TBC1D9B	1275.64	1244.95	2102.17	2221.92
TBCA	111.84	120.92	43.61	60.97
TBCB	448.2	444.74	1097.82	1171.34
TBCC	134.54	132.29	158.25	178.22
TBCCD1	52.14	48.69	44.86	38.69
TBCD	734.94	714.18	680.37	771.52
TBCE	75.68	68.17	47.35	37.52
TBCEL	55.5	51.94	48.6	46.9
TBCK	58.86	69.79	64.8	93.8
TBK1	75.68	89.27	76.01	80.9
TBKBP1	193.41	228.05	554.52	601.5
TBL1X	452.4	468.28	205.61	201.67
TBL1XR1	301.04	249.15	260.44	307.2
TBL1Y	2.52	1.62	1.25	1.17
TBL2	330.47	373.32	115.89	103.18
