Probes	GSM36777	GSM36778	GSM36779	GSM36780	GSM36781	GSM36782	GSM36783	GSM36784	GSM36785
2296_at	6.3819	6.783	6.7418	7.1302	7.0952	6.7861	6.6974	6.7229	6.5924
22974_at	6.9148	7.2278	6.0011	6.8854	8.5824	6.7969	6.4073	6.7128	7.2638
22976_at	7.1594	6.9468	5.8652	6.6724	6.6518	7.1537	7.3276	6.7514	6.5104
22977_at	6.7159	8.5406	10.8501	7.3492	5.8894	7.2845	9.4229	9.0723	9.3674
22978_at	5.6153	5.5152	5.2929	5.8655	6.142	6.1128	6.1905	5.6883	5.4626
2297_at	4.5718	5.8022	4.452	4.4974	4.3684	5.437	4.5522	4.4923	4.6565
22980_at	7.9151	8.6467	8.7837	8.3766	8.3515	7.8999	7.6586	8.3183	7.6955
22981_at	6.5612	6.7862	5.6307	5.8322	6.8149	5.9638	6.0059	6.8056	6.2373
22982_at	7.8815	7.8122	7.7987	6.9522	7.7078	8.051	7.2527	7.8165	7.8323
22983_at	5.3732	5.5873	5.7001	5.6862	6.165	5.3728	5.3496	5.4049	5.1209
22984_at	6.8574	6.8339	7.0569	7.0346	6.8901	6.9264	7.3943	7.0499	6.6807
22985_at	7.1101	6.1354	7.1324	7.6561	8.0118	7.3109	7.8906	7.1187	7.3955
22986_at	3.6619	4.0535	3.6912	3.9451	3.594	3.7333	3.6432	4.0757	3.7275
22989_at	4.4099	4.7028	4.5518	4.5004	4.7523	4.3456	4.2474	4.6323	4.4403
22990_at	5.2908	5.5391	5.3024	5.2878	5.582	5.091	5.0798	5.4109	5.4314
22992_at	7.1796	7.7871	7.2902	7.7468	7.7021	7.4784	7.5341	7.32	7.4158
22993_at	8.2932	8.4114	8.2096	8.3443	8.721	8.3601	8.4791	8.5582	8.158
22994_at	6.206	6.6359	6.412	6.1254	7.4179	5.9213	5.9959	6.4717	5.796
22996_at	8.17	9.0387	8.706	5.8178	4.9456	9.5104	9.6931	8.9285	8.0612
22997_at	5.3584	5.7221	5.3699	5.6555	5.8459	5.3083	5.5436	5.4446	5.2919
22998_at	6.852	5.1852	6.6815	6.8619	7.3772	7.8969	6.0568	6.48	7.5937
22999_at	4.5008	4.9865	4.6165	4.7363	5.0103	4.5279	4.3591	4.8489	4.6638
2299_at	6.1725	5.3345	6.0673	5.4007	5.7259	4.9443	5.1425	5.3367	5.481
229_at	4.2914	4.4138	4.4279	4.3842	4.4428	4.2891	4.3946	4.6174	4.2932
22_at	6.9583	6.7118	7.1791	6.7587	7.0435	6.8722	7.0667	6.4745	6.9672
23001_at	6.0055	6.2904	6.4936	6.0134	6.3023	6.138	6.4879	6.2196	6.5196
23002_at	6.8667	6.6519	6.4717	6.7076	6.9455	7.1017	7.7452	6.9895	6.2673
23005_at	6.5538	6.9653	6.4893	6.4974	6.6755	6.5888	6.6372	6.7272	6.5304
23007_at	4.0199	4.3031	4.1091	4.2239	4.812	4.0519	4.3186	4.1525	4.014
23008_at	7.43	7.651	7.1929	7.4537	7.1701	7.2365	7.2587	7.167	6.8311
2300_at	4.4412	4.7803	4.7519	4.6582	4.8074	4.7016	4.6895	4.816	4.4629
23011_at	8.1685	8.1865	8.1022	7.7278	6.9723	8.0343	7.9268	7.4169	8.1711
23012_at	7.31	6.7042	6.6665	6.4425	5.7409	6.7434	6.6067	6.6539	7.1031
23013_at	6.5028	6.9483	6.7943	7.1079	7.3033	6.9065	7.0671	7.0318	6.9334
23014_at	8.0375	7.3551	7.6235	7.2054	7.2105	6.711	7.5185	7.1809	8.028
23015_at	7.6215	9.4619	7.3952	6.744	8.7444	7.4904	8.6987	7.2854	7.0279
23016_at	7.5849	7.8148	7.6766	7.566	7.8638	7.51	7.4883	7.8395	7.4733
23017_at	5.1869	5.6128	5.4262	7.908	5.5522	5.4153	5.398	5.7608	5.4573
23019_at	8.1453	8.1604	8.3487	8.4493	8.4764	8.0387	8.2874	8.3968	7.8697
2301_at	4.5374	4.9995	4.5729	4.5019	4.5245	4.4422	4.4514	4.7629	4.7073
23020_at	9.4663	9.5296	9.3514	9.3405	10.7386	9.3128	9.7966	9.601	9.4198
23022_at	9.964	8.7377	7.7731	9.2236	8.4804	10.0643	9.1628	9.1939	9.8523
23023_at	5.8759	5.7512	6.0225	5.7575	5.6355	5.7335	5.8514	5.3494	5.8765
23024_at	6.7842	5.9902	7.3897	4.572	5.5676	6.7272	6.2967	5.6213	5.7782
23025_at	5.3173	5.6985	5.4166	5.6628	5.8683	5.3153	5.4952	5.4701	5.2021
23026_at	5.524	6.0372	5.92	5.9041	5.4831	5.4849	5.7455	5.621	5.7025
23028_at	7.679	7.3483	8.4347	8.099	8.7031	8.1828	8.665	8.3623	7.928
23029_at	4.7334	4.5155	4.5506	4.1359	4.487	4.6939	5.1455	4.5181	4.7706
2302_at	7.1329	7.1268	6.6625	6.8994	7.4239	6.5452	6.6287	7.0895	6.3659
23030_at	8.2414	7.9616	8.0641	7.4762	7.45	7.911	8.3711	8.1983	8.27
23031_at	6.1105	6.0315	6.2431	6.5107	6.5371	6.0717	6.1522	6.2917	5.8053
23032_at	7.8142	7.8298	8.3083	6.8826	7.4732	7.7277	7.5573	7.6938	8.731
23033_at	5.7603	5.4899	6.1448	5.602	5.5543	5.3547	5.6143	5.1967	5.5759
23034_at	5.5587	5.801	5.4613	5.4885	5.4402	5.4705	5.2672	5.7753	5.397
23035_at	6.7338	7.3879	6.8189	6.8469	6.6314	6.6563	6.4235	7.01	6.9903
23036_at	6.9076	6.8095	7.6625	7.008	7.3067	6.9231	7.1236	6.8335	7.2851
23037_at	6.4269	4.8208	4.1012	5.9166	5.4915	5.5068	4.8444	4.6355	5.566
23038_at	7.2329	7.6722	7.454	7.5339	7.4369	7.3362	7.4718	7.6845	7.3863
23039_at	7.2937	7.2066	6.9584	7.3913	7.5012	7.4197	7.4779	7.2737	7.4404
2303_at	4.1607	4.6668	4.6311	4.7203	4.6114	4.5169	4.6267	4.6385	4.4204
23040_at	4.0648	4.1614	4.0665	4.224	4.201	4.1849	4.1246	4.1332	4.0728
23041_at	6.5361	6.4414	6.5456	6.5087	6.2916	6.3509	6.5458	6.3281	6.5198
23042_at	9.308	8.7441	9.5661	9.9979	8.9191	9.3432	8.786	9.0699	9.5119
23043_at	6.1116	6.1261	5.6384	6.5068	6.3614	5.9538	5.5916	6.027	6.2242
23046_at	6.2795	7.1533	6.388	6.7571	7.7244	6.409	6.5728	6.6899	6.4837
23047_at	7.1684	6.9496	6.7821	6.4274	6.3345	6.9356	6.7703	6.6045	6.8989
23048_at	7.6984	7.5833	7.0171	8.2028	8.8095	7.8588	8.3345	7.635	6.3843
23049_at	3.6283	3.5532	3.7227	3.8759	3.6668	3.5496	3.5112	3.413	3.7199
2304_at	3.8581	4.0439	3.849	3.764	4.0697	3.7426	3.7733	4.3779	3.7333
23051_at	6.0823	6.1465	5.9417	5.9293	6.0198	5.8379	5.9023	5.9697	5.6745
23052_at	6.4789	7.4396	8.3028	6.5401	6.6001	6.7072	6.2058	6.6702	7.3858
23053_at	6.3375	6.505	6.903	6.7804	7.0905	6.6422	6.9279	6.6788	6.4545
23054_at	8.9186	8.879	8.4241	8.4348	8.7574	8.5093	8.4763	8.6521	8.5172
23057_at	5.3591	6.3864	5.1849	5.5694	5.5097	5.5575	5.4276	6.1964	5.6837
23059_at	6.716	6.2999	6.5932	6.3653	6.3989	6.4133	6.4594	6.3588	6.3627
2305_at	6.0645	7.5492	6.2777	7.3772	7.5273	6.0064	6.2369	7.2048	7.0186
23060_at	6.2285	7.1454	6.32	6.7636	6.6039	6.2087	6.3503	6.4397	6.3517
23061_at	8.4668	8.1705	8.6324	8.2036	8.3297	8.3924	8.7981	8.3862	8.2121
23062_at	7.0068	6.9985	7.718	6.9007	7.1412	6.7666	6.8225	6.8829	6.8308
23063_at	7.0697	6.7471	7.0421	6.2976	6.145	7.2997	7.6073	6.4855	7.1315
23064_at	7.4131	7.2342	7.6614	7.9413	7.4906	7.3931	7.8022	7.8225	7.5303
23065_at	6.0234	6.5044	6.5969	6.3192	6.4361	6.1988	6.3656	6.4403	6.4459
23066_at	4.827	5.1262	5.1387	4.9464	4.621	5.1776	4.7531	4.9244	4.9523
23067_at	8.9265	9.71	8.8178	9.1427	9.1622	8.8966	8.9207	9.2848	9.059
2306_at	4.2928	4.2353	4.3495	4.18	4.0835	4.0366	4.067	4.1024	3.8318
23070_at	8.0006	7.7096	7.4079	7.5476	7.4896	7.4417	7.4851	7.3909	7.3593
23071_at	6.8475	6.7936	7.0191	7.1315	6.9027	6.512	6.628	6.7248	6.8144
23072_at	4.2342	5.032	4.3258	4.4597	4.5291	4.4305	4.2044	4.482	4.4259
23074_at	5.269	5.3919	6.4722	5.1503	5.4217	5.3137	5.6038	5.0274	5.4654
23075_at	6.3639	5.9432	5.0672	6.7712	5.1646	6.8292	6.2094	5.6725	6.3348
23076_at	6.4333	7.0685	6.1593	6.3497	6.6091	6.1424	6.176	6.165	6.2687
23077_at	8.8582	8.3492	7.9272	9.2236	8.3817	8.1769	7.5579	7.8594	7.9197
23078_at	6.1456	6.0998	6.3207	5.8036	5.6561	6.0129	6.4342	6.0211	6.1114
23080_at	4.8893	5.4985	5.0549	5.2801	4.9153	4.9113	5.2706	5.4128	5.0285
23081_at	6.1021	5.9102	6.2219	5.8956	6.1506	5.9469	6.2362	6.1557	5.9321
23082_at	6.4281	6.2041	6.3883	6.6469	6.5867	6.5058	6.5368	6.4104	5.9841
23085_at	6.4987	6.5424	6.5062	6.5492	6.0147	6.1227	6.6959	6.6209	6.6947
23086_at	5.9741	6.0009	5.6439	5.7784	6.0062	5.8835	5.5511	5.9682	6.7285
23089_at	5.7614	6.1437	5.1736	6.7373	6.3337	5.9611	6.1557	5.2869	5.417
2308_at	7.2297	7.4151	6.9043	7.34	7.1233	7.4392	6.9397	7.1673	6.9203
23090_at	6.0951	5.942	4.7782	5.4745	5.8053	6.9426	5.3699	5.7809	5.4902
23091_at	5.5966	6.4536	5.4286	5.8255	6.0824	5.5663	5.2916	5.8939	5.9451
23092_at	4.826	5.0391	4.9187	4.9846	5.0096	4.8762	5.0391	5.012	5.2887
23093_at	6.6866	7.1895	6.9509	6.7378	6.6863	6.4578	7.3488	5.5281	6.4626
23094_at	7.025	7.5426	7.4075	7.5394	7.129	7.0945	7.2418	7.1919	7.6967
23095_at	7.203	6.9623	7.8395	7.0207	7.8151	7.4224	7.7296	7.7247	7.1967
23096_at	6.1629	6.4354	6.5897	6.4098	6.4563	6.0128	6.3727	6.4318	6.1634
23097_at	7.2162	7.0889	6.7538	6.9626	7.1261	6.8989	7.364	7.0537	7.1745
23098_at	6.3344	6.7411	5.8695	5.995	6.0374	6.0194	5.8665	6.2456	5.9599
23099_at	6.3698	6.9103	6.5446	6.55	6.7093	6.026	6.0158	6.2393	6.545
2309_at	8.4719	8.1734	8.2002	8.1409	8.7181	8.3077	8.3753	8.1803	8.3661
230_at	6.2282	7.0339	6.737	6.7427	6.9444	6.3575	6.5126	6.9097	6.2929
23101_at	3.2683	3.4141	3.3132	3.4404	3.4616	3.2479	3.3044	3.4791	3.4882
23102_at	8.5847	7.1945	7.7586	9.1537	8.671	8.8999	7.6138	8.4659	8.1896
23105_at	5.0337	5.5827	5.2133	5.2274	5.3143	5.0895	5.1296	5.6059	5.1103
23107_at	8.3642	7.5849	8.4768	7.5761	7.3886	8.0543	8.5478	7.7426	7.8375
23108_at	6.03	6.8077	5.6929	6.2814	6.2548	6.2387	5.9654	5.9135	6.3318
23109_at	6.3921	6.7038	6.6146	6.6347	6.53	6.4105	6.3793	6.5045	6.3262
23111_at	6.0993	5.7648	6.2834	5.3638	5.5487	6.6181	5.9735	5.7611	6.1976
23112_at	5.9558	6.2399	6.5554	6.7239	6.5303	6.375	6.5857	6.3068	6.69
23113_at	6.8054	6.7797	6.5619	6.8606	7.1294	6.8036	6.923	6.8553	6.6014
23114_at	4.7515	4.6406	4.6186	4.8053	5.6304	4.7615	4.8646	5.2632	4.4597
23116_at	6.7861	6.0544	6.5199	5.0347	5.3644	6.4119	6.7735	5.9694	6.802
23118_at	7.4401	7.188	7.3345	7.9439	7.2103	7.828	7.5569	7.4735	7.021
23119_at	4.76	5.0798	4.8627	5.017	5.1473	4.8352	4.7485	4.8965	5.0287
23120_at	6.7392	7.3044	6.6887	7.1536	6.825	6.9691	6.7556	6.9585	6.8858
23122_at	6.2748	5.7389	6.2354	5.6975	5.6536	6.177	6.6002	5.9077	6.4436
23125_at	7.4566	7.09	7.1552	6.8516	6.7985	7.0906	6.8262	7.0189	7.1816
23126_at	9.2411	9.0885	8.7268	8.5135	9.6212	9.3373	9.4537	8.7726	9.1351
23127_at	5.1883	5.5596	5.1137	5.1822	5.2966	5.2139	5.1229	5.0537	5.1703
23129_at	7.9889	7.9991	7.3806	7.9642	8.7586	8.032	7.0593	7.5653	7.3775
2312_at	3.6476	3.6432	3.5955	3.7172	3.5984	3.692	3.6663	3.6912	3.7191
23130_at	7.4827	8.1073	8.1513	8.2265	8.295	7.495	7.8166	7.6166	7.657
23131_at	7.4175	7.7327	7.7083	7.4014	7.4723	7.2288	7.1215	7.5756	7.5115
23132_at	7.0563	7.5577	6.8505	7.528	7.7851	7.0726	7.188	7.2597	7.0086
23133_at	4.9737	5.3702	5.0656	5.0913	5.3947	5.0999	5.3943	5.3504	5.014
23135_at	6.9555	7.1505	6.8406	7.3153	7.5592	6.9071	6.8213	7.3493	7.0716
23136_at	4.8664	4.9318	7.7443	5.0282	5.1437	5.8997	8.1591	5.6648	5.0292
23137_at	5.8227	5.7967	5.4041	5.5087	5.5194	5.4661	5.5597	5.2141	5.5187
23138_at	5.7302	6.2495	5.5259	5.7008	5.4869	5.5851	5.4929	5.7352	5.7015
23139_at	6.6082	7.0351	6.9126	7.1377	7.4321	6.7516	7.7969	6.832	6.6298
2313_at	4.6524	4.6224	4.6953	4.8454	4.8348	5.097	4.6525	4.7387	4.832
23140_at	6.5362	6.7574	6.6825	6.5544	6.7029	6.4663	6.4791	6.5748	6.6721
23141_at	6.4399	5.9493	6.799	6.4294	6.673	6.1564	6.5251	6.2587	6.3338
23142_at	5.812	5.9745	5.7621	5.7866	5.8532	5.9872	6.3368	5.8456	6.0996
23143_at	4.3106	4.8249	4.4141	4.4368	4.4741	4.6041	4.5654	4.6577	4.4819
23144_at	6.3967	6.9905	6.2103	6.5506	6.1035	6.2691	6.559	5.9191	6.3928
23148_at	5.1958	5.7886	5.3201	5.3379	5.2964	5.2355	4.8376	5.5151	5.3209
23149_at	5.3573	5.6053	5.8205	6.0477	5.7795	5.5637	5.4893	6.1903	5.4498
2314_at	7.7356	6.6801	7.9393	8.3467	7.546	8.0456	7.6545	7.6209	7.9544
23150_at	5.5494	4.2995	4.4603	4.9507	5.1981	5.8893	5.3078	4.943	5.4851
23151_at	6.4226	7.4428	8.3808	6.7582	6.978	6.6194	6.8633	6.4624	6.7856
23152_at	7.6946	7.7715	7.8185	8.0017	8.3202	7.8358	8.0823	8.1975	7.5214
23154_at	6.3971	6.7901	6.7781	6.6988	6.8244	6.5384	6.4442	6.8934	6.328
23155_at	5.135	5.3143	5.3383	5.1552	5.1046	5.2351	5.4728	4.9785	5.1964
23157_at	6.3397	6.4296	5.6378	6.6799	6.9471	6.3979	5.5148	6.3489	5.9711
23158_at	9.356	9.623	10.4882	7.3563	7.4699	9.7409	10.6592	9.8349	10.0782
2315_at	4.1211	4.5208	4.3013	4.157	4.1759	4.0856	4.1576	4.2392	4.2608
23160_at	6.233	6.9549	6.5151	6.0441	6.1924	6.0699	6.5988	6.1326	5.8178
23161_at	6.2026	6.3014	6.2143	6.2986	6.3442	6.2324	6.5694	6.2459	6.0135
23162_at	5.8922	6.1437	5.9639	6.3176	6.4101	5.9054	6.056	5.9569	5.709
23163_at	7.0786	7.1214	7.0013	7.5643	7.6198	7.1638	7.1139	7.3214	7.0288
23164_at	6.9979	7.3082	6.9147	7.025	7.239	7.0671	6.7847	6.9741	6.9753
23165_at	7.0068	6.3937	6.1549	7.0233	7.604	7.2373	7.3512	6.9828	6.3906
23166_at	7.645	7.1357	8.2154	7.3943	7.2414	8.2223	7.0677	8.1518	7.668
23167_at	9.4766	8.6973	8.8014	8.6355	8.7891	9.1223	8.8485	8.4534	8.6382
23168_at	7.0376	7.4113	7.1925	6.4671	7.0357	7.0515	7.3373	6.9423	7.2182
23169_at	5.7763	6.2671	5.6086	5.7321	5.8891	5.9299	5.956	5.9826	6.5755
2316_at	9.0444	7.1581	7.2233	9.2627	9.4077	9.0371	7.9987	8.9422	8.7101
23170_at	7.0306	7.6151	7.449	7.7966	7.654	7.0733	7.7616	7.3819	8.2448
23171_at	8.9941	8.0865	9.5473	9.4476	9.5587	9.3177	8.9409	9.2434	9.7943
23172_at	7.4227	7.9411	7.4474	7.4964	7.2091	7.5413	7.5147	7.3224	7.5874
23173_at	7.5067	7.6316	8.0433	7.7616	8.1507	7.8927	8.4859	8.3001	7.8838
23174_at	6.0364	6.1695	6.1884	6.0607	6.5784	6.0082	5.8923	6.0938	5.6655
23175_at	6.0511	6.5207	6.3623	6.6779	6.8341	6.2071	5.84	6.3169	6.1458
23176_at	8.2578	7.4175	6.9893	7.3323	6.9227	8.2835	6.8988	7.1879	7.7143
23177_at	7.0361	6.9794	7.2069	6.5448	6.4462	6.8692	6.9394	6.5499	6.7727
23178_at	5.4966	6.2631	5.2156	5.6106	5.8494	5.3685	5.525	5.7515	5.3606
23179_at	7.6476	7.4025	6.8653	7.4973	7.8925	8.1456	7.4627	7.6063	7.3826
2317_at	9.3642	8.416	9.8558	7.9207	9.053	9.223	10.7789	9.4852	9.1545
23180_at	8.5408	8.2093	8.1311	8.5489	8.9006	8.7352	9.5579	8.3237	8.1103
23185_at	6.2613	6.3266	6.7125	6.3988	6.9346	6.5022	6.8719	6.5582	6.5306
23186_at	6.5654	6.5105	6.3908	6.1188	5.6068	6.6061	6.6696	6.6908	6.4792
23187_at	6.5599	6.3925	6.4664	6.3609	6.6329	6.7817	6.8372	6.5688	6.3893
23189_at	7.8439	7.4285	7.7334	6.3017	7.1289	7.6908	7.781	7.2895	7.8394
2318_at	6.3751	6.8761	6.6389	6.7127	6.8171	6.881	6.6797	6.8263	6.4311
23190_at	8.0706	7.588	8.372	8.4228	8.0956	7.7698	8.4206	7.5036	8.507
23191_at	9.6044	8.8544	9.7947	9.5703	9.7476	9.8628	9.9695	9.8727	9.811
23192_at	7.8662	8.3542	7.7194	7.7676	8.1	7.6903	7.8685	7.9679	7.7425
23193_at	8.6408	7.8023	8.5469	9.0096	8.9204	8.6016	8.8685	8.4185	8.5784
23194_at	8.3801	7.7776	8.1153	6.5024	6.3888	7.178	6.9631	6.4798	9.1624
23196_at	8.4589	7.4894	8.5714	7.9682	8.045	8.4228	8.6094	8.2483	8.752
23197_at	7.5462	7.3504	7.5188	7.3778	7.566	7.1864	7.4993	7.061	7.4127
23198_at	8.0232	7.614	7.9495	7.9786	7.6983	7.3397	8.329	7.242	7.9545
23199_at	8.3641	8.2282	8.8322	9.3971	9.4224	8.1815	7.9245	8.6193	8.1421
2319_at	7.4853	7.4647	7.7219	7.9053	8.5911	7.373	7.58	7.687	7.3786
231_at	9.2433	7.8012	8.6406	9.061	9.2836	9.512	7.405	8.4334	8.7215
23200_at	4.555	5.4474	4.9158	5.0361	4.6302	4.6048	4.7722	4.9684	4.5017
23203_at	7.4081	7.2765	7.8357	7.7924	7.5585	7.3425	7.7678	7.737	7.0464
23204_at	10.1722	9.4026	9.0727	8.7338	9.5767	9.4673	9.4109	9.2483	9.6876
23205_at	4.8718	5.6801	4.9898	5.5192	5.2676	5.1056	5.0665	5.0129	5.0328
23207_at	6.5571	6.2568	6.0375	6.1696	6.8438	6.5172	6.238	6.1558	6.2729
23208_at	4.8878	5.1066	4.625	4.8276	4.9512	5.0293	4.6042	5.0392	5.0087
23209_at	4.5333	5.3264	4.9655	4.9455	4.8143	4.9064	5.0728	4.8204	4.6835
23210_at	6.3516	7.1813	6.5815	7.1057	7.0075	6.164	6.365	6.4094	6.2229
23211_at	8.2466	8.433	7.8953	8.3406	8.0049	8.0644	8.2066	7.9633	8.2511
23212_at	7.9422	8.0498	8.0635	7.7754	7.981	7.7495	7.842	7.8803	7.0705
23213_at	8.7788	8.8064	6.1693	8.7234	7.2646	8.8107	7.2966	8.362	9.6683
23214_at	8.6494	8.6409	8.058	8.7171	8.7079	8.1531	8.4739	8.2344	7.9548
23215_at	7.6252	7.6384	6.9655	7.6042	8.6341	7.1134	7.5246	7.0521	7.5774
23216_at	7.543	7.31	6.3493	7.961	7.9698	7.4576	6.4546	7.4637	7.0056
23217_at	4.9775	5.7595	5.3078	5.25	5.1718	4.989	4.8813	5.1881	5.1876
23218_at	6.6239	5.8434	6.3435	6.9645	7.6017	6.2949	6.7065	6.398	6.251
23219_at	7.8033	7.5794	7.3873	7.5125	7.6036	7.6993	8.0566	7.2849	7.8689
2321_at	4.2863	4.4924	4.5524	4.456	4.3793	4.3613	4.6387	4.4959	4.3343
23220_at	7.8095	7.8193	6.5371	8.9165	7.5387	8.457	7.0472	7.7644	7.0542
23221_at	6.8455	6.8932	7.0649	6.8253	6.9939	6.9729	6.6499	7.0413	7.1082
23223_at	5.9101	6.2537	6.4099	6.4595	6.1128	5.923	6.1897	6.3915	5.8266
23224_at	5.7553	5.7929	5.9357	5.9822	6.9682	5.8763	6.0754	5.4048	6.3271
23225_at	6.126	6.5563	6.4038	6.7552	6.8717	6.0619	6.5025	6.4324	6.2747
23228_at	5.1664	5.1256	5.1498	5.3184	5.3703	5.3168	4.9762	5.1791	5.6691
23229_at	5.64	5.8004	5.3093	5.1521	5.4579	5.4351	5.3706	5.368	5.4204
2322_at	5.7544	6.8069	6.1698	5.9023	6.2062	5.9496	6.2437	6.8152	6.0714
23230_at	4.6712	4.5511	4.5751	4.8898	4.5588	4.5881	4.774	4.6199	4.4521
23231_at	5.9137	6.4	6.4635	7.3271	7.4695	6.0215	5.8452	6.789	5.8232
23232_at	6.6205	6.3633	7.7125	6.0165	5.9556	6.5894	6.9813	6.2654	7.5188
23236_at	5.4192	6.2609	5.393	5.9294	5.6521	5.6826	5.3301	6.066	5.5218
23237_at	4.8207	4.9288	4.9806	5.1914	7.5517	5.0131	5.0111	5.2273	4.9433
23239_at	4.3646	4.2293	4.6967	3.9063	4.1699	4.5482	5.0156	4.6686	4.5731
2323_at	4.351	4.6604	4.3968	4.8056	4.6545	4.4937	4.2141	4.3869	4.4681
23240_at	6.5037	6.896	6.3055	7.431	7.4814	6.8914	6.1475	6.9735	6.9646
23241_at	6.6702	7.2674	6.6568	6.6537	6.7352	6.7626	7.0445	7.0195	6.5496
23242_at	8.5341	8.5678	10.2522	8.5432	6.3502	8.358	9.5385	8.0468	9.0881
23243_at	7.2786	7.4017	7.1064	6.255	6.7801	7.0461	7.0285	7.11	6.7712
23244_at	5.7389	6.0604	5.7358	5.624	5.9578	5.6027	6.1186	5.6375	5.7667
23245_at	4.8413	5.2801	5.4291	4.8119	4.708	4.8738	4.7241	4.733	5.2518
23247_at	7.9532	8.0163	7.2224	7.4345	7.594	7.8548	8.3326	7.5187	7.2407
23248_at	7.5257	7.5753	7.2495	7.3145	7.8778	7.737	7.9386	7.441	7.7337
2324_at	3.9837	4.5058	4.1695	4.0203	3.9865	4.0785	4.0814	4.2432	4.0872
23250_at	4.7518	5.0634	5.1908	5.2018	5.1987	4.8308	4.782	5.1718	4.9716
23251_at	3.746	4.3527	3.7891	3.9317	4.0481	4.0411	3.6666	4.0495	3.8643
23252_at	5.7378	5.8864	5.4132	5.4307	5.9706	6.1027	6.0147	6.0246	5.4895
23253_at	6.3315	6.3424	6.6909	6.1609	6.7358	6.2374	6.9072	6.3185	6.763
23254_at	6.1471	6.5859	6.236	6.4699	6.4291	6.5039	6.3362	6.4775	6.3069
23255_at	6.3292	6.8232	9.5809	5.2635	6.0047	6.3044	6.0243	6.0458	7.0577
23256_at	6.4666	5.8419	7.2965	6.069	6.4413	7.0246	5.9881	6.3075	6.5951
23258_at	8.7093	7.7983	7.4301	8.3617	8.5499	8.7629	8.2887	8.1471	8.3003
23259_at	8.1513	8.0034	7.6009	7.1536	8.3324	8.192	7.8271	7.7145	7.383
23261_at	4.3985	4.6005	4.0294	4.3477	5.2104	4.7327	5.6271	4.9331	4.1157
23262_at	7.7385	6.3303	6.5113	6.044	6.5564	7.049	7.1784	6.5152	6.7902
23263_at	8.4568	9.2912	8.2109	8.2473	8.4161	8.1749	8.4043	8.4973	8.2996
23264_at	6.2906	6.7076	6.6531	6.7032	6.8078	6.3613	6.4347	6.5102	6.3726
23265_at	6.985	6.9492	6.9774	7.4995	7.6081	6.989	7.2781	7.2854	7.0296
23266_at	5.5128	5.2749	4.9256	5.2601	4.9651	5.9747	5.6956	5.5472	5.5986
23268_at	7.0077	7.052	6.1198	7.0621	6.1293	7.1384	7.4496	6.9674	7.4075
23269_at	6.144	5.703	5.4489	5.7441	6.7126	6.1497	6.2506	6.3038	6.0545
2326_at	6.5525	6.8392	5.2756	7.5725	6.7643	6.9573	6.1475	7.4458	6.4577
23270_at	8.258	8.2499	8.406	7.1591	8.1077	7.662	7.7279	7.5744	8.2974
23271_at	6.7057	6.3563	6.1712	5.9137	6.6297	6.6051	6.7308	6.127	6.4313
23272_at	7.3526	6.8127	6.6933	6.3279	6.9282	7.2508	6.9545	6.8539	6.7146
23274_at	6.4029	5.9191	6.2594	6.2728	6.1918	6.4834	6.5071	6.2546	6.011
23275_at	6.3685	6.7739	6.4837	6.5844	6.7424	6.7852	6.4588	6.7257	6.2706
23276_at	7.1017	7.456	6.9079	6.9164	7.1192	7.0442	7.0391	6.9369	7.4012
23277_at	7.7741	8.4344	7.8989	8.225	7.8764	7.5779	7.7783	8.0326	7.4162
23279_at	4.0776	3.9021	4.1172	4.0669	4.3346	4.3308	4.2283	4.3388	4.2538
2327_at	6.8564	6.5046	5.8969	7.4803	6.3767	6.835	6.431	7.0763	5.8702
23281_at	3.7953	4.0379	3.9772	3.9174	3.8514	3.7326	3.6918	4.0012	3.7665
23283_at	6.5126	6.853	6.5658	6.3525	6.2891	6.5202	6.495	6.3075	6.549
23284_at	4.5155	5.0478	4.5227	4.6329	5.0684	4.6347	4.6159	4.6603	4.5095
23285_at	3.905	4.1424	4.0447	4.1278	4.056	4.0142	4.0423	4.1527	4.022
23286_at	7.3344	7.6827	7.3962	7.4396	6.8305	7.2468	7.3183	7.8437	6.8167
23287_at	4.8719	4.7141	4.9504	4.467	4.9841	4.6704	4.3849	4.7583	4.7037
23288_at	5.926	5.9405	5.9312	6.0863	6.1336	6.1385	6.5211	6.2078	5.4092
2328_at	3.9772	4.042	3.8469	4.3227	3.9233	4.1008	3.7484	3.9069	4.011
23291_at	6.6387	6.6729	6.3606	6.3009	6.2214	6.329	6.2114	6.5334	6.6595
23293_at	6.539	6.2333	6.3935	6.4972	6.362	6.1403	6.0345	6.1388	6.3193
23294_at	6.7864	6.5587	6.8512	6.9437	6.4293	7.1557	6.838	6.8942	6.2409
23295_at	8.8438	8.8656	8.0989	8.6881	8.2187	8.7393	8.4143	8.711	8.2095
23299_at	6.0604	6.1645	5.866	6.1649	5.8478	6.1724	6.0798	5.9702	6.2789
2329_at	7.1987	7.4614	7.0482	7.5592	7.3351	7.551	7.4026	7.4413	7.4507
23300_at	7.7871	7.8264	8.1481	7.827	7.2037	7.3137	7.1447	7.6643	7.2834
23301_at	7.229	7.3676	6.8832	6.5992	6.7946	7.0195	6.6719	7.1045	6.8724
23302_at	5.4337	6.0514	5.6794	5.6031	5.7715	5.5757	5.4369	5.7764	5.5425
23303_at	8.3254	6.4508	7.8391	7.9077	6.8427	8.6766	7.7088	7.3509	8.6365
