Probes	GSM36777	GSM36778	GSM36779	GSM36780	GSM36781	GSM36782	GSM36783	GSM36784	GSM36785
79924_at	7.0038	7.4429	7.1491	7.7017	7.6631	7.1256	7.1731	7.6063	7.1691
79927_at	4.9289	5.1501	5.0257	5.4236	5.4719	5.4484	5.3324	5.4508	4.9625
79929_at	5.5688	6.7045	6.5716	6.1573	6.5899	6.2627	6.123	6.7228	6.1245
79930_at	5.2289	5.3192	5.5564	6.0382	5.9222	5.3685	5.4788	5.3824	5.4098
79931_at	3.9111	4.3433	3.8627	4.5689	4.2081	3.8704	3.9855	4.0277	3.8972
79932_at	7.5552	7.7581	8.5338	8.1668	8.1797	7.9511	8.3441	8.0236	8.0962
79933_at	3.6258	3.6719	3.6117	3.4314	3.6589	3.5991	3.5636	3.6049	5.8845
79935_at	7.5976	8.6412	7.633	8.1734	7.8085	7.5158	7.4699	7.9517	7.9223
79939_at	6.6882	6.3964	7.0818	6.8098	6.5049	6.3469	6.4399	6.385	6.9083
7993_at	6.6463	6.2807	7.3164	6.1811	6.0356	6.7548	7.4436	6.2178	6.9362
79940_at	4.4731	3.7856	4.0215	3.5719	3.6165	4.0157	4.3672	3.8713	4.4932
79943_at	5.2637	6.1767	5.4167	5.5049	5.2907	5.3403	5.3674	5.2243	5.1299
79944_at	4.804	4.8448	4.6407	4.4479	5.2459	4.641	4.9949	4.6648	4.6496
79946_at	4.7849	5.5864	4.7942	5.0982	5.2019	4.8812	4.7027	5.3892	5.2524
79947_at	7.522	8.2591	8.027	7.2944	7.4748	7.3436	7.6762	7.6925	7.493
79948_at	5.9049	5.9862	5.6577	6.0681	6.0386	5.8694	5.7019	6.0428	5.6555
7994_at	6.2491	6.3327	6.2873	6.4107	6.35	6.2848	6.3091	6.384	6.3467
79953_at	6.6853	6.7385	5.9266	6.3421	6.1004	7.0527	5.7999	6.5957	7.1016
79954_at	4.5344	4.7178	4.7873	4.7741	4.789	4.6111	4.58	5.1339	4.6557
79955_at	5.8111	5.6954	5.7939	5.9339	6.1898	5.7997	5.5463	5.9593	5.7654
79956_at	8.3856	7.9494	8.6477	8.5544	8.4084	8.9893	8.8281	8.5378	8.4262
79957_at	6.5312	6.8516	6.6803	7.1192	7.0233	8.3556	6.818	6.7837	6.5847
79958_at	5.8071	6.4266	5.9976	6.4888	6.7048	5.7931	5.3918	5.8522	6.1401
79959_at	4.3952	4.6756	4.7426	4.3467	4.3833	4.4815	4.7096	4.4445	4.6357
79960_at	7.2883	7.7667	8.7535	7.658	7.9989	7.8493	7.2638	7.7421	7.9392
79961_at	8.2517	8.6085	9.3115	8.078	8.0688	8.6556	8.7428	8.1368	8.6053
79962_at	5.6886	5.5095	4.7918	5.7183	5.6539	5.5496	5.4083	5.4085	5.7333
79963_at	4.0988	3.9437	4.2789	3.9708	4.1396	4.5588	4.4877	4.15	4.1242
79968_at	4.4682	5.2161	4.7745	4.7042	5.1537	4.8709	4.7686	4.7195	4.7115
79969_at	6.5554	7.1868	6.5493	6.5674	7.171	6.779	6.8951	6.7791	6.428
79970_at	6.6409	6.6331	6.3907	6.7328	6.7031	6.5539	6.9217	6.7048	6.2387
79971_at	6.3803	6.6744	7.354	5.8156	5.8709	7.3957	7.1734	7.6488	6.5061
79973_at	3.8512	4.092	3.6013	3.8051	3.9048	3.9413	3.7364	3.8366	3.731
79974_at	5.1075	5.8777	5.0444	5.1701	5.3574	5.1604	4.8108	5.6728	5.0958
79977_at	7.6458	8.4564	7.9614	7.5105	8.4627	7.2094	7.6704	7.6927	7.5853
79979_at	7.0569	7.5591	6.7817	6.9284	7.3855	6.8614	6.9838	6.9477	6.9581
79980_at	5.0819	4.7146	4.2719	4.6955	5.3475	4.6861	4.4315	4.4978	4.6235
79981_at	6.5825	6.9665	6.8668	6.8372	6.607	6.7059	6.5542	6.9702	6.5257
79982_at	5.7466	5.8313	6.3309	5.2362	5.5892	5.5775	5.7148	5.5626	5.9992
79983_at	4.7121	4.8783	4.6552	5.5303	4.8091	4.541	4.5714	4.7674	5.0897
79987_at	5.0752	5.3879	5.0621	5.3288	5.3011	5.7716	5.2613	5.6332	5.3529
79989_at	6.1218	6.58	6.0591	6.3082	6.2308	5.9676	6.188	6.1199	6.1305
79990_at	3.7652	3.8518	4.0111	4.0726	4.0086	3.8387	3.9898	4.0084	3.8985
79991_at	6.8694	7.1182	8.1689	7.0957	6.5622	7.4613	7.5935	7.1686	7.0823
799_at	4.473	5.0146	4.6552	4.7104	4.6234	4.6022	4.5878	4.7372	4.5547
80000_at	6.7264	6.7908	6.39	6.5019	6.3418	6.8061	7.7505	7.1851	7.7135
80003_at	6.7589	6.944	6.3151	6.5563	7.2845	6.4843	6.7887	6.4544	6.2392
80004_at	8.1868	8.2137	8.0895	8.6899	7.7531	7.4858	7.8688	8.4399	7.571
80005_at	4.4753	4.7302	4.7202	4.4854	4.7123	4.6539	4.3226	4.7441	4.6111
80006_at	5.1141	4.2664	4.8634	4.0585	4.1834	4.546	4.6284	4.1262	4.6833
80007_at	5.0631	4.9821	5.2228	4.9786	4.9633	5.2174	5.2414	5.3729	5.1902
80008_at	3.6145	3.7843	3.6285	3.5739	3.6249	3.5488	3.527	3.7593	3.5918
8000_at	4.0606	4.7171	3.9932	5.5345	4.363	4.0979	4.1799	4.3409	4.2018
80010_at	6.2022	6.9526	6.4386	6.6198	6.6955	6.4776	6.4487	6.2437	7.043
80011_at	7.4641	7.3697	7.1434	7.1521	6.9456	6.603	6.7417	7.1293	7.127
80013_at	6.5014	6.4519	6.9335	6.1859	6.4465	7.0636	6.9677	6.4836	7.1513
80014_at	6.0553	6.1724	6.0742	6.4279	6.3201	6.161	5.7887	6.2497	6.1808
80017_at	7.9734	6.9004	7.9126	8.1351	8.0662	7.4126	7.7683	7.1851	7.2219
80019_at	5.2833	5.7813	5.3624	5.3381	5.0871	5.1218	5.0934	4.7955	5.2494
8001_at	3.3943	3.578	3.4835	3.5944	3.6413	3.4507	3.559	3.6701	3.4406
80020_at	5.2226	6.0185	5.8712	6.0028	6.2017	5.7066	5.7273	5.9073	6.1016
80021_at	6.9989	7.144	7.2623	7.1408	7.1337	7.0011	7.4374	6.9081	7.1312
80022_at	6.6459	6.7482	6.7663	6.8547	6.981	6.7853	6.6898	6.8582	6.8793
80023_at	6.7144	6.3645	6.637	6.609	7.4398	6.3076	6.3561	6.7196	6.6249
80024_at	6.7587	7.0158	6.8752	7.4851	7.1193	6.865	6.7389	6.9273	7.1405
80025_at	8.5861	8.6286	7.856	7.5469	8.0551	7.8675	7.7994	7.8864	7.4552
80028_at	4.8119	5.6128	5.3742	5.3807	5.8494	5.4749	5.4464	5.4285	4.8578
80031_at	5.2991	5.853	5.2496	5.2172	5.3986	5.1676	5.0235	5.7955	5.2515
80032_at	4.9658	5.2033	5.1331	5.051	5.1583	5.0747	5.0853	5.2528	4.9578
80034_at	4.1555	4.2781	4.3896	4.2429	4.6081	4.1827	4.3273	4.2849	4.1132
80035_at	3.6398	3.6944	3.7772	3.8641	3.8076	3.9085	3.9695	4.1797	3.8001
80036_at	4.4759	5.4112	4.6925	4.7505	4.6578	4.5995	4.635	5.1418	4.5771
80054_at	6.5325	7.1312	7.1209	7.1344	7.2563	6.9068	6.7093	7.3158	6.4939
80055_at	3.7551	3.4331	3.6516	3.4817	3.4879	3.6565	3.7437	3.5988	3.515
80059_at	3.5283	3.636	3.4949	3.5327	3.6842	3.5115	3.446	3.4815	3.5608
80063_at	5.9424	6.5245	6.0833	6.4809	6.4996	6.4224	7.1471	7.1956	6.1482
80067_at	4.2957	4.748	4.2808	4.0867	4.1168	4.0268	4.0806	3.9833	4.4622
80069_at	6.2781	6.8108	6.1359	6.5847	6.5701	6.4969	6.4592	6.4351	6.3454
80071_at	5.9594	5.7697	5.1199	5.5487	5.5077	5.4555	5.4638	5.0514	5.6021
80072_at	3.6767	3.8038	3.8268	4.0226	3.8664	3.863	3.7575	3.9831	3.8415
80086_at	7.2249	7.4981	7.1042	6.9877	7.1832	6.821	6.7124	6.7114	6.8149
80094_at	5.6099	6.3519	5.7951	5.9612	6.2267	6.1234	5.7754	6.41	5.8433
80095_at	7.2326	7.0433	7.166	7.0359	6.9868	7.2268	7.6304	7.4275	7.2844
80097_at	10.9274	11.4031	11.6833	9.5596	10.348	11.0482	11.7356	11.1957	10.7192
80099_at	4.8339	5.7358	4.7656	4.8356	5.006	4.7261	4.6738	5.2761	5.3166
800_at	7.0884	6.6739	5.277	6.8998	6.0322	7.1982	6.342	6.6203	7.3416
80108_at	4.4969	4.5835	4.5194	4.2056	4.5198	4.5303	4.6646	4.6997	4.2863
80110_at	4.3755	4.6221	4.4718	4.1015	4.473	4.6247	4.5575	4.4984	4.4729
80111_at	5.2452	5.6465	5.4329	5.8632	5.5245	5.4024	5.3843	5.5662	5.3561
80114_at	4.6711	4.6528	4.4987	4.4895	4.222	4.3982	4.4171	5.1617	4.6658
80117_at	3.5359	3.67	3.4094	3.6127	3.587	3.4801	3.5138	3.4808	3.5089
80124_at	4.8644	5.43	5.0247	5.3128	5.3407	5.126	4.8457	5.2735	4.8153
80125_at	4.7698	5.6624	5.2586	5.1766	5.1299	4.9427	4.9069	5.1885	4.8938
80127_at	7.8249	7.6129	7.4786	7.0831	6.7325	8.1112	8.3298	6.6941	9.1508
80128_at	4.8895	4.8453	4.7432	4.7651	4.8389	4.6292	4.6036	4.7328	4.7779
80129_at	5.8234	6.009	5.973	5.6649	5.6458	5.7894	7.5372	6.0971	7.355
80131_at	6.6238	5.9231	6.1333	6.8626	5.8534	6.23	6.698	6.083	6.1531
80133_at	3.5363	3.7901	3.8032	3.6971	3.7307	3.6404	3.7046	3.7424	3.7953
80135_at	8.4293	7.4654	10.0046	8.0548	7.4287	8.5426	8.8862	8.5817	8.7906
8013_at	4.6095	5.1468	4.7935	4.7678	4.8645	4.6892	4.5969	4.9118	4.6668
80142_at	7.9962	8.1113	8.2831	8.3353	8.596	7.7817	7.7831	8.2712	7.8776
80143_at	4.0625	4.3119	4.1365	4.1667	4.1107	4.0915	4.0533	4.2041	4.2247
80144_at	5.7271	6.5339	5.7288	5.6559	5.761	5.6554	5.4299	5.9414	5.7946
80145_at	8.4327	7.4861	8.2234	6.6192	7.4204	8.1626	8.3997	7.6221	8.0027
80146_at	6.9182	6.4615	7.7528	6.3369	6.6052	6.7	6.896	6.6495	6.8201
80148_at	8.0814	8.6202	8.215	8.0373	7.8239	8.4144	8.1303	8.3496	8.1837
80149_at	6.2404	6.8546	6.2091	7.7705	6.8924	6.5619	6.1817	6.94	6.722
80150_at	5.8487	6.3056	5.9774	8.7641	5.9459	7.0705	5.6832	6.0595	8.1742
80152_at	6.899	7.0112	6.3934	7.179	7.2074	6.1253	6.0355	6.7322	6.2449
80153_at	4.7867	4.8343	5.5473	5.1277	5.5267	4.9136	4.8921	5.276	5.0345
80155_at	5.67	5.4327	5.9261	6.045	6.7098	4.9014	5.32	5.3163	6.5365
80157_at	3.5416	3.7452	3.6779	3.7205	3.7361	3.7089	3.7253	3.6444	3.6295
80161_at	4.8242	5.1332	5.046	4.8477	4.7955	4.7265	4.7578	4.9181	4.9144
80162_at	6.3295	7.9559	5.5364	9.3369	6.3961	7.7359	8.3908	8.8916	6.7521
80164_at	7.0289	6.7482	6.817	7.0466	7.5139	6.9923	7.1298	6.843	7.0831
80167_at	4.9584	5.0375	4.9934	5.1399	5.9021	4.8336	4.8762	5.4488	5.1426
80168_at	6.2156	6.7658	6.1627	6.3287	6.7207	6.3547	6.3275	6.7267	6.5574
80169_at	6.9017	7.1649	7.4174	7.1376	6.8045	6.6685	6.5139	6.7877	6.9419
80173_at	3.961	3.7449	4.489	3.5071	3.7543	3.9178	4.3795	3.7785	3.734
80176_at	5.4636	5.838	5.5296	5.4691	5.8654	5.3917	5.3461	5.5111	5.82
80177_at	4.0102	4.1899	4.02	4.2168	4.1804	4.0336	4.0722	4.1142	4.0836
80178_at	6.352	7.0143	6.3956	6.9284	6.761	6.3547	6.2884	6.5705	6.9049
80179_at	6.329	7.1961	6.4072	6.6486	6.5105	6.255	6.2456	6.3398	6.4029
80183_at	4.8904	5.1182	4.9493	5.0792	4.7667	4.8706	4.5165	4.8919	5.6534
80184_at	4.6852	4.2376	4.8179	4.1928	4.019	4.0799	3.9285	4.0507	4.5409
80185_at	7.0852	6.8518	6.703	7.1279	6.5829	6.6763	6.3653	6.3859	6.5811
80194_at	7.333	7.8688	7.6616	7.7027	7.5864	7.1476	7.9394	7.3389	7.113
80195_at	5.0218	4.7768	5.0568	4.5264	5.7526	5.4443	5.736	4.7874	4.6626
80196_at	8.4445	8.0798	7.9665	8.2104	8.0956	8.2427	8.4499	8.4279	8.0673
80198_at	7.6785	8.2418	8.0783	8.0728	8.3293	8.1799	8.2734	7.9227	7.7582
80199_at	5.8262	5.7633	6.6201	6.5328	6.4651	6.652	6.7044	6.7604	5.6368
8019_at	8.5014	8.8049	7.7748	8.8987	9.0011	8.2155	8.4453	8.1918	8.2174
801_at	8.8167	8.2805	8.523	8.4713	8.469	8.6088	8.0488	7.9166	8.373
80201_at	4.0827	4.4627	4.1045	4.3054	4.3863	3.9419	4.0926	4.1997	4.1116
80204_at	6.67	5.9064	6.2852	5.9949	6.1849	6.5235	6.7936	6.1989	6.3076
80205_at	7.0042	6.3381	6.975	6.5602	6.6012	7.0122	6.806	7.0145	6.8271
80206_at	6.0266	5.9253	5.2364	5.4238	5.4484	6.2075	5.5217	6.1314	5.6851
80207_at	4.0291	4.4892	4.2193	4.4256	4.1328	3.9251	3.9008	4.0366	4.3008
80208_at	8.6083	8.5357	8.9276	7.7544	8.5022	9.1035	9.4089	8.537	8.6714
80209_at	6.5371	6.9244	6.1599	6.9838	6.735	6.4851	7.004	6.7004	6.6195
80210_at	4.6952	5.1236	4.6168	4.8131	4.4922	4.725	4.7859	4.9022	4.8935
80212_at	8.8205	7.9988	8.5259	9.3094	8.6187	8.6848	8.9794	8.8381	8.4826
80213_at	8.3084	8.3712	8.9953	8.7215	8.2144	8.8862	8.6732	8.6729	8.7586
80215_at	5.9704	6.0294	5.7789	6.0677	6.7757	5.7108	5.7652	6.0962	5.752
80217_at	3.4953	3.6157	3.469	3.3777	3.5605	3.465	3.5426	3.5431	3.4571
80218_at	7.5106	8.1311	7.668	6.3939	7.7647	7.686	7.6738	6.4762	7.6696
80219_at	8.0343	8.2788	8.0687	8.1562	7.5463	7.8508	7.623	7.5339	8.0508
8021_at	7.281	7.6896	7.0679	7.2384	7.3068	7.0754	7.1791	6.9777	6.929
80221_at	6.8832	7.15	7.3316	7.5194	7.4097	7.0851	6.9786	8.5903	7.1995
80222_at	7.6132	7.6655	7.9644	7.2386	7.7812	7.3186	7.6645	7.1414	7.4912
80223_at	7.096	7.9286	7.4551	7.4429	5.6242	6.9899	8.8817	7.0555	7.4471
80224_at	4.0183	4.156	4.3533	3.947	3.9328	3.8921	4.2746	3.5905	4.0973
80227_at	7.2117	6.9798	7.0712	6.2294	7.4163	7.2956	8.0087	6.8471	7.1863
80228_at	4.5052	4.7058	4.6375	4.7868	4.8803	4.6297	4.6073	4.7527	4.5022
8022_at	6.9117	6.9718	7.0529	7.0207	6.901	6.8936	7.0688	7.1307	6.9522
80230_at	8.4961	8.0482	8.6707	7.2988	7.3713	8.4533	8.7753	8.0499	8.1122
80231_at	3.995	3.97	4.3757	4.5161	4.3812	4.0789	3.821	4.0457	4.0048
80232_at	9.0798	9.1958	8.8792	8.873	9.3906	9.4365	9.3472	8.6889	8.9933
80233_at	7.1576	7.3059	7.2961	6.9472	7.4135	7.0967	7.8225	7.3059	6.8702
80235_at	5.8611	6.5569	6.2594	5.4916	5.8668	6.2034	6.1485	6.1391	6.0412
80237_at	6.3118	7.652	6.9538	5.9595	6.458	6.1799	6.9161	6.5366	5.9223
80254_at	5.6496	5.3994	5.8748	5.0791	5.0673	5.7201	5.9797	5.1698	5.5344
80256_at	7.4849	7.7745	7.3902	7.8112	7.732	7.4846	7.4718	7.3483	7.8127
80258_at	4.4059	4.4438	4.3972	4.5388	4.565	4.3469	4.4791	4.3961	4.4622
80263_at	7.1722	7.1828	6.602	6.5502	6.6073	6.9719	6.9848	7.0882	6.9626
80264_at	5.9842	5.6997	6.2851	6.3276	6.3269	6.0206	6.2729	5.757	6.5172
80267_at	4.9803	4.6472	6.2625	4.8425	4.9184	5.2786	6.2848	4.7878	6.841
80271_at	6.8671	7.2843	6.7088	7.0578	6.8472	6.8666	6.8321	7.3041	6.758
80273_at	7.0569	7.7162	8.0088	7.5199	7.6401	7.2369	7.3951	7.679	7.5258
80279_at	8.8958	8.8909	8.7525	8.1447	8.2079	8.8212	9.1649	8.6094	8.4723
8027_at	7.0698	6.5292	7.1019	6.3929	6.7403	7.3685	6.9034	7.0117	6.9219
8028_at	5.4545	5.6363	5.7646	5.7146	5.4544	5.7578	6.083	5.7064	5.7323
8029_at	4.5296	4.8707	4.6708	5.0037	4.986	4.7544	4.6317	4.734	4.7022
80301_at	7.87	7.8901	7.6966	7.9877	8.2581	7.9625	7.3178	7.9341	7.6225
80303_at	10.0033	9.3122	9.3844	10.3002	10.2137	9.9343	11.0336	10.31	8.6527
80304_at	5.4847	5.9925	5.5376	5.8612	5.6394	5.7276	5.6747	5.8921	5.529
80305_at	6.221	6.5183	6.9409	6.795	6.4044	5.6485	6.1229	6.399	6.7614
80306_at	6.4361	6.3768	6.5012	5.9489	7.0959	6.8031	7.4388	6.3191	6.4574
80307_at	4.5455	4.9879	4.4577	4.9752	4.9636	4.5037	4.4468	4.6596	4.4929
80308_at	7.1248	6.385	6.4451	6.4744	7.0974	6.4584	7.3066	6.3304	6.912
8030_at	5.678	6.382	5.8984	6.1635	4.6067	5.759	6.1037	5.2044	5.6704
80310_at	7.5503	5.7965	7.5747	6.343	5.6895	8.0903	8.2875	7.608	6.9677
80316_at	4.2468	5.0354	4.7292	4.9407	4.7913	4.3146	4.4705	4.9232	4.3842
80317_at	6.7271	7.6312	6.6659	6.9671	7.0878	6.9489	6.8439	6.8608	7.0524
80319_at	5.0491	5.588	5.4849	6.2411	5.5709	5.6325	5.9643	6.0594	5.582
8031_at	10.2919	10.3654	10.1762	9.8619	9.916	10.5041	10.3568	10.1566	10.454
80321_at	7.0578	7.6579	6.8308	6.1977	7.2613	6.7974	7.2369	6.739	7.1706
80323_at	3.9064	4.2828	3.8024	3.8038	4.0682	4.0531	3.7448	4.3916	4.0041
80324_at	5.954	6.2828	5.9332	6.2895	6.4242	5.5862	6.36	5.799	5.5066
80328_at	5.8595	6.3039	5.5959	5.8585	5.9411	5.7026	5.6978	6.1307	5.6891
80329_at	4.7396	5.6701	4.6416	4.8021	5.1114	4.6929	4.8004	4.7447	4.9193
80335_at	8.8507	9.2861	9.0724	8.8025	9.5343	9.0387	9.0729	8.8333	8.9337
80339_at	5.2749	5.7449	5.5311	5.2521	6.758	5.4027	5.3118	5.2688	5.3513
80342_at	4.9626	4.9279	5.0436	5.4748	5.259	4.717	4.9883	5.0666	4.9347
80344_at	7.5216	7.9426	8.0889	7.9493	7.8061	7.5788	8.0559	7.861	7.8223
80345_at	5.4211	6.2385	4.949	5.1729	5.1395	5.2279	5.5463	4.9609	5.2647
80346_at	8.5738	8.6385	8.1798	8.5574	8.347	8.1754	7.9188	8.317	7.993
80347_at	8.6166	8.4779	9.0405	8.5706	8.0375	8.115	8.8117	8.1595	8.1338
80349_at	8.1262	7.5731	8.3883	8.0998	7.0093	8.517	8.3073	8.0087	8.429
8034_at	5.4381	5.6336	5.1414	5.0626	5.1253	5.4399	5.6367	4.8076	5.4817
80350_at	5.0223	5.2121	5.0009	4.9283	5.2457	4.9664	5.0032	5.1726	4.8562
80351_at	6.4243	6.7327	5.7615	6.4175	5.9712	6.5917	6.7663	6.2207	6.0093
80352_at	6.5003	7.1205	8.0071	7.5607	6.7774	7.1384	6.4475	7.3278	7.1618
8036_at	8.3267	6.835	8.3137	7.6375	7.2398	8.0701	8.5307	7.5686	7.0715
80380_at	4.5008	4.7305	4.8394	4.9588	4.5707	4.7526	4.591	5.1003	4.6999
8038_at	7.6403	6.8914	6.1096	6.9622	6.3296	7.5173	6.2286	6.9148	7.2771
8045_at	8.6319	8.9108	8.8889	9.2368	8.6264	8.9953	8.827	9.1423	8.9315
8048_at	4.3055	4.511	4.0976	4.2948	4.5897	4.1055	4.0539	4.3557	4.0181
8050_at	7.425	6.4959	9.5911	7.2203	6.8614	7.7791	8.8014	7.2436	7.4212
805_at	12.7588	12.4119	12.622	12.5243	12.4857	12.9142	12.8548	12.8583	12.9925
8061_at	4.0923	4.404	4.2582	4.0343	4.8285	4.5968	4.2202	4.4857	4.1902
8065_at	6.4098	6.1915	5.9883	6.1915	6.1751	6.3727	6.5524	6.1703	6.4894
80700_at	7.1863	6.2731	7.6333	7.5787	6.5131	7.2241	7.4694	7.1516	7.0539
80704_at	4.4177	4.6477	4.3029	4.4921	4.5339	4.3613	4.5975	4.7514	4.5582
80705_at	4.5327	4.3591	4.5091	4.767	4.6935	4.1811	4.4872	4.378	4.1666
80723_at	5.2867	5.606	5.318	5.0481	5.072	5.7398	5.3719	5.3768	5.6106
80724_at	6.1289	6.5431	6.3611	6.414	6.6705	6.2049	6.5348	6.4769	5.7883
80736_at	5.8031	5.1023	8.7997	6.0646	5.4805	7.0207	7.7641	5.7534	8.5998
80737_at	6.3849	6.7535	6.6518	6.6338	6.6767	6.4041	6.3294	6.6204	6.4065
80739_at	5.0942	5.0374	5.1348	5.2903	5.4261	5.0624	5.2494	5.1687	4.901
8073_at	9.1313	10.1168	10.1319	8.4818	8.3907	9.1644	9.4572	9.0293	9.4599
80740_at	5.619	5.8995	5.535	5.5615	5.6857	5.1988	5.1123	5.4969	6.0336
80741_at	5.4045	5.8915	5.3576	5.6223	5.25	5.3066	5.2178	5.7096	5.7144
80742_at	6.2617	6.8108	6.3456	6.2159	6.4557	6.3972	6.2193	6.8163	6.4864
80745_at	7.0364	6.8809	6.412	6.0109	6.5992	7.0894	6.9815	6.8516	6.6477
80746_at	6.2415	5.976	5.8661	6.0994	5.9146	5.8517	6.7546	5.886	5.5394
8074_at	5.6318	6.1483	5.9115	5.8126	6.1154	5.8809	5.6141	5.8671	5.8017
80757_at	5.5149	6.6389	5.8328	5.3916	5.6312	5.4699	5.7942	5.81	5.4031
80758_at	4.6196	4.7016	4.5917	4.4124	4.8843	4.7076	4.6958	4.6267	4.4143
80760_at	5.7076	5.5097	5.7426	5.6448	5.238	6.4558	5.9681	6.2786	5.3649
80761_at	5.0183	5.5358	5.1294	5.5303	5.3063	5.3333	5.2691	5.3558	5.0496
80762_at	9.4607	8.6698	9.2158	7.5472	8.2433	9.4932	9.8254	8.4642	9.3366
80763_at	5.7334	6.091	5.9366	6.0208	6.1861	5.8767	5.9545	6.3072	5.8829
80764_at	7.1703	7.6032	7.5478	7.5171	7.8495	7.1026	7.5263	6.6189	7.3677
80765_at	6.0511	6.4951	5.9221	6.3855	6.254	6.3472	6.5557	6.4086	6.064
8076_at	7.922	7.167	5.2958	6.0629	5.2323	7.63	5.905	6.7036	8.1972
80772_at	6.7189	7.0847	7.6114	7.1772	7.322	7.1247	7.5651	7.2788	6.7913
80774_at	5.606	6.194	5.8587	6.5994	7.2607	5.5144	5.794	6.6062	5.5675
80775_at	5.575	5.8035	5.9734	5.2551	5.776	5.6555	5.5906	5.2108	5.449
80776_at	6.2992	6.5162	6.5147	6.3243	6.566	6.0905	6.1638	6.6409	6.3605
80777_at	5.5035	5.3128	5.8655	5.7116	5.56	5.4859	5.4029	5.4121	5.5092
80778_at	5.3238	5.5762	5.2266	5.1765	5.4383	5.3791	5.0896	5.193	5.0407
80781_at	7.9114	8.2521	6.3929	7.5891	7.8433	8.4033	7.1577	7.9587	7.7858
80789_at	7.4293	7.805	7.6554	7.4067	7.1765	7.1836	7.4613	7.1373	7.0773
8078_at	7.4072	7.4338	7.632	7.8896	7.8595	7.3513	7.6452	7.7339	7.3176
8079_at	8.1544	7.4605	8.5398	8.3599	8.5859	7.6636	8.4454	8.0107	8.3329
80823_at	4.9576	5.264	5.1809	4.5785	4.5726	4.7603	4.914	4.7894	4.7425
8082_at	6.4432	6.3957	5.3011	6.1919	5.5101	6.4718	5.5628	6.1301	6.281
80830_at	5.1304	5.6322	5.7376	5.4947	5.8284	5.2081	5.2086	5.4204	5.2457
80831_at	5.7759	6.6562	5.9384	6.2845	6.4396	5.9634	5.9126	6.0332	5.903
80833_at	6.8281	6.8138	7.0697	7.2416	7.9374	7.2322	6.8155	6.7974	6.2291
80852_at	6.7754	7.2437	7.0742	7.5055	7.2961	7.1322	7.0191	7.4082	7.1843
80853_at	6.7725	6.9923	5.745	7.4624	6.5907	7.1929	6.7634	7.2199	6.37
8085_at	4.8327	5.0723	4.977	5.1246	4.8659	4.9958	4.8757	4.9494	4.8002
80868_at	4.8786	5.3577	4.6789	4.8174	5.2342	5.0986	4.8373	5.6731	5.1134
8086_at	7.4298	7.4835	7.4588	7.4372	7.3721	7.4049	7.354	7.199	7.4857
8087_at	7.6936	8.3117	8.1441	8.5258	7.7832	7.5734	8.2064	7.7722	7.6628
80895_at	7.1125	7.5294	7.3838	7.1925	7.4401	7.1409	7.3936	7.1094	6.7426
80896_at	5.1507	4.4254	5.2686	5.098	6.2244	5.3659	4.5242	4.8899	5.0122
8089_at	4.5567	4.5883	4.5156	4.0536	4.0946	4.2711	4.4049	4.1245	4.0758
808_at	8.3956	8.792	7.6918	8.2172	8.6586	8.4133	8.3105	8.2382	7.9733
8091_at	4.7786	5.9315	4.7714	4.8686	4.7786	4.8313	4.7294	4.9957	4.9267
8092_at	4.6214	5.0104	4.6616	4.7791	4.97	4.6859	4.7291	4.9976	4.6888
80975_at	6.3256	7.2572	6.4135	6.6077	6.7117	6.5101	6.0418	6.6434	6.5196
8099_at	10.699	10.4589	10.2649	10.7884	11.0774	10.4905	10.6335	10.3013	10.6307
8100_at	7.9816	6.8767	7.3151	7.4413	6.0133	7.5829	8.3383	7.5196	7.3757
81027_at	5.1064	5.2074	5.0756	5.4261	5.3311	4.9932	5.0696	5.2423	5.115
81029_at	4.9888	5.4363	4.8003	5.5531	4.966	4.9315	4.9356	5.6559	4.9923
81030_at	5.4246	5.8098	5.4542	5.5541	5.7377	5.537	5.5234	5.584	5.245
81031_at	8.7116	7.3985	9.2477	9.3532	6.139	8.2763	8.1725	7.9042	8.7029
81033_at	4.3018	4.5586	4.4208	4.5618	4.7774	4.4288	4.4478	4.4596	4.306
81034_at	6.4799	6.7404	6.2675	5.7571	7.1676	6.8507	6.3875	5.9154	6.317
81035_at	7.7877	6.5253	5.5678	6.5555	6.6094	7.734	7.2073	7.4994	6.4358
810_at	5.7265	6.2434	5.3396	6.1392	5.3688	5.888	5.4423	6.0953	5.1515
8111_at	4.0946	4.3287	4.6881	4.4136	4.115	4.2321	4.4019	4.5594	4.1731
8115_at	5.6207	5.9162	5.7112	6.332	5.6696	5.6797	5.4687	5.8189	5.569
811_at	8.0847	7.3015	8.0567	8.3115	8.7449	8.0136	8.199	8.0438	8.354
8120_at	4.8416	5.0183	4.8404	4.7384	5.1104	4.9477	4.6413	4.9163	4.5664
8123_at	3.4337	3.4436	3.4061	3.5336	3.523	3.4044	3.4233	3.5213	3.4721
8125_at	8.3768	8.0817	8.7629	7.7781	7.4462	8.7295	9.1547	8.6371	8.8557
81285_at	5.4174	6.0089	5.5273	5.5078	5.3317	5.2198	5.2427	5.7669	5.2689
8128_at	4.4043	4.7715	4.4468	4.8032	4.7334	4.562	4.4452	4.8082	4.4587
8131_at	6.8682	7.1361	6.7145	7.006	6.8256	6.6943	6.7576	6.5757	6.9124
